Year,Month,Day,Period,1,2,3,,,,
2024,7,11,12,2492.5,2487.1,1962.8,,,,
2024,7,11,13,2584.9,2595.2,2040.8,,,,
2024,7,11,14,2634.9,2693.9,2114.3,,,,
2024,7,11,15,2591.9,2756.2,2144.0,,,,
2024,7,11,16,2489.3,2790.8,2164.3,,,,
2024,7,11,17,2362.4,2779.1,2146.3,,,,
2024,7,11,18,2229.5,2702.0,2078.7,,,,
2024,7,11,19,2137.9,2597.0,1994.4,,,,
2024,7,11,20,2091.7,2532.8,1947.9,,,,
2024,7,11,21,1993.0,2409.5,1890.7,,,,
2024,7,11,22,1867.1,2245.7,1719.8,,,,
2024,7,11,23,1737.7,2071.7,1557.1,,,,
2024,7,11,24,1629.5,1912.0,1411.0,,,,
2024,7,12,1,1546.3,1784.6,1301.5,,,,
2024,7,12,2,1475.4,1679.6,1221.7,,,,
2024,7,12,3,1430.3,1602.0,1171.6,,,,
2024,7,12,4,1396.1,1547.2,1137.8,,,,
2024,7,12,5,1364.7,1491.6,1120.3,,,,
2024,7,12,6,1382.0,1459.3,1100.9,,,,
2024,7,12,7,1504.3,1562.0,1156.3,,,,
2024,7,12,8,1666.1,1743.7,1285.7,,,,
2024,7,12,9,1821.3,1947.9,1429.1,,,,
2024,7,12,10,1981.7,2120.1,1576.5,,,,
2024,7,12,11,2136.4,2296.0,1681.5,,,,
2024,7,12,12,2255.6,2460.6,1767.6,,,,
2024,7,12,13,2353.3,2568.3,1826.2,,,,
2024,7,12,14,2434.3,2681.3,1883.9,,,,
2024,7,12,15,2487.6,2758.0,1941.2,,,,
2024,7,12,16,2454.4,2794.8,1961.0,,,,
2024,7,12,17,2386.4,2783.2,1938.9,,,,
2024,7,12,18,2291.6,2722.6,1876.7,,,,
2024,7,12,19,2230.6,2609.5,1799.2,,,,
2024,7,12,20,2188.3,2577.7,1782.5,,,,
2024,7,12,21,2097.0,2465.1,1739.2,,,,
2024,7,12,22,1944.7,2313.0,1600.8,,,,
2024,7,12,23,1792.0,2150.2,1443.5,,,,
2024,7,12,24,1675.7,2019.2,1316.8,,,,
2024,7,13,1,1587.9,1914.7,1234.3,,,,
2024,7,13,2,1508.2,1804.3,1187.0,,,,
2024,7,13,3,1478.6,1728.5,1172.1,,,,
2024,7,13,4,1468.0,1706.9,1189.2,,,,
2024,7,13,5,1495.2,1702.0,1250.5,,,,
2024,7,13,6,1543.1,1706.5,1342.5,,,,
2024,7,13,7,1633.0,1843.3,1481.8,,,,
2024,7,13,8,1737.4,2018.7,1650.9,,,,
2024,7,13,9,1850.2,2192.8,1793.3,,,,
2024,7,13,10,1998.9,2317.5,1948.8,,,,
2024,7,13,11,2129.7,2453.9,2079.1,,,,
2024,7,13,12,2245.4,2571.0,2206.2,,,,
2024,7,13,13,2343.4,2650.8,2296.9,,,,
2024,7,13,14,2410.7,2746.4,2361.8,,,,
2024,7,13,15,2454.4,2816.8,2368.5,,,,
2024,7,13,16,2479.1,2850.0,2295.5,,,,
2024,7,13,17,2460.4,2811.0,2183.7,,,,
2024,7,13,18,2387.1,2745.5,2018.7,,,,
2024,7,13,19,2307.1,2680.9,1935.3,,,,
2024,7,13,20,2293.3,2640.1,1947.5,,,,
2024,7,13,21,2178.4,2360.6,1878.5,,,,
2024,7,13,22,2016.9,2091.4,1676.1,,,,
2024,7,13,23,1860.4,1881.5,1512.5,,,,
2024,7,13,24,1752.9,1780.1,1371.8,,,,
2024,7,14,1,1674.3,1685.0,1285.7,,,,
2024,7,14,2,1600.2,1598.4,1235.7,,,,
2024,7,14,3,1565.0,1540.1,1204.1,,,,
2024,7,14,4,1552.3,1526.6,1214.0,,,,
2024,7,14,5,1570.6,1534.7,1265.4,,,,
2024,7,14,6,1638.3,1541.0,1338.0,,,,
2024,7,14,7,1777.5,1580.9,1489.0,,,,
2024,7,14,8,1914.0,1602.0,1672.0,,,,
2024,7,14,9,2047.2,1852.3,1833.9,,,,
2024,7,14,10,2200.6,1974.8,1983.1,,,,
2024,7,14,11,2342.3,2117.4,2104.8,,,,
2024,7,14,12,2475.9,2263.2,2205.8,,,,
2024,7,14,13,2574.3,2368.6,2274.3,,,,
2024,7,14,14,2654.7,2469.6,2330.2,,,,
2024,7,14,15,2707.2,2561.1,2350.1,,,,
2024,7,14,16,2723.4,2624.4,2340.6,,,,
2024,7,14,17,2664.9,2631.1,2264.4,,,,
2024,7,14,18,2559.9,2588.9,2112.9,,,,
2024,7,14,19,2463.3,2511.8,1972.3,,,,
2024,7,14,20,2388.2,2501.4,1905.6,,,,
2024,7,14,21,2265.5,2380.8,1812.2,,,,
2024,7,14,22,2091.0,2233.2,1638.7,,,,
2024,7,14,23,1933.0,2066.3,1466.9,,,,
2024,7,14,24,1809.3,1928.1,1326.7,,,,
2024,7,15,1,1712.0,1820.0,1248.7,,,,
2024,7,15,2,1638.6,1738.4,1190.6,,,,
2024,7,15,3,1604.4,1682.7,1160.4,,,,
2024,7,15,4,1591.8,1664.3,1165.3,,,,
2024,7,15,5,1610.4,1654.0,1215.4,,,,
2024,7,15,6,1655.6,1641.9,1295.6,,,,
2024,7,15,7,1798.7,1711.4,1433.6,,,,
2024,7,15,8,1932.0,1819.5,1600.8,,,,
2024,7,15,9,2050.1,1961.3,1745.1,,,,
2024,7,15,10,2184.4,2102.6,1869.5,,,,
2024,7,15,11,2304.3,2264.6,1987.2,,,,
2024,7,15,12,2410.4,2359.7,2123.8,,,,
2024,7,15,13,2516.5,2345.3,2191.4,,,,
2024,7,15,14,2595.1,2297.8,2255.4,,,,
2024,7,15,15,2650.8,2304.0,2285.1,,,,
2024,7,15,16,2660.7,2260.5,2263.5,,,,
2024,7,15,17,2625.4,2207.1,2160.7,,,,
2024,7,15,18,2535.5,2136.7,1987.2,,,,
2024,7,15,19,2444.6,2130.4,1858.2,,,,
2024,7,15,20,2380.1,2143.4,1796.5,,,,
2024,7,15,21,2285.9,2064.5,1721.6,,,,
2024,7,15,22,2112.1,1947.0,1580.1,,,,
2024,7,15,23,1948.2,1803.8,1426.4,,,,
2024,7,15,24,1828.7,1678.2,1289.3,,,,
2024,7,16,1,1759.6,1583.1,1211.3,,,,
2024,7,16,2,1697.2,1502.4,1155.0,,,,
2024,7,16,3,1653.5,1463.8,1130.2,,,,
2024,7,16,4,1641.1,1451.2,1138.3,,,,
2024,7,16,5,1670.4,1459.8,1194.6,,,,
2024,7,16,6,1709.5,1461.6,1264.5,,,,
2024,7,16,7,1788.1,1538.7,1412.4,,,,
2024,7,16,8,1875.2,1696.6,1576.5,,,,
2024,7,16,9,1956.6,1888.6,1720.3,,,,
2024,7,16,10,2050.1,2046.1,1856.4,,,,
2024,7,16,11,2124.5,2209.8,1969.6,,,,
2024,7,16,12,2260.9,2361.9,2082.7,,,,
2024,7,16,13,2385.3,2486.2,2150.8,,,,
2024,7,16,14,2482.3,2597.0,2222.5,,,,
2024,7,16,15,2548.2,2671.0,2240.5,,,,
2024,7,16,16,2571.5,2603.3,2237.4,,,,
2024,7,16,17,2542.2,2413.5,2169.3,,,,
2024,7,16,18,2467.1,2308.5,2028.2,,,,
2024,7,16,19,2374.8,2228.7,1913.2,,,,
2024,7,16,20,2320.5,2231.4,1862.3,,,,
2024,7,16,21,2227.8,2151.5,1784.3,,,,
2024,7,16,22,2036.0,2026.4,1619.3,,,,
2024,7,16,23,1863.2,1890.9,1457.0,,,,
2024,7,16,24,1734.5,1758.1,1320.4,,,,
2024,7,17,1,1637.2,1663.4,1237.0,,,,
2024,7,17,2,1567.4,1598.4,1178.4,,,,
2024,7,17,3,1517.7,1555.3,1156.3,,,,
2024,7,17,4,1506.1,1537.4,1157.7,,,,
2024,7,17,5,1524.4,1529.3,1207.3,,,,
2024,7,17,6,1595.3,1539.2,1288.4,,,,
2024,7,17,7,1764.9,1680.5,1445.3,,,,
2024,7,17,8,1941.5,1859.5,1614.8,,,,
2024,7,17,9,2105.8,2036.2,1772.1,,,,
2024,7,17,10,2295.4,2177.1,1920.9,,,,
2024,7,17,11,2465.0,2322.0,2066.5,,,,
2024,7,17,12,2608.5,2446.7,2204.0,,,,
2024,7,17,13,2720.6,2559.8,2309.9,,,,
2024,7,17,14,2802.8,2656.2,2391.1,,,,
2024,7,17,15,2850.0,2728.0,2433.9,,,,
2024,7,17,16,2666.0,2764.8,2453.3,,,,
2024,7,17,17,2503.1,2750.9,2378.9,,,,
2024,7,17,18,2398.4,2691.6,2251.3,,,,
2024,7,17,19,2340.2,2591.6,2152.2,,,,
2024,7,17,20,2302.1,2534.6,2083.2,,,,
2024,7,17,21,2220.0,2409.0,2017.4,,,,
2024,7,17,22,2074.0,2262.3,1869.0,,,,
2024,7,17,23,1923.9,2091.0,1695.5,,,,
2024,7,17,24,1817.4,1950.1,1539.1,,,,
2024,7,18,1,1749.7,1862.6,1427.3,,,,
2024,7,18,2,1694.7,1777.8,1340.2,,,,
2024,7,18,3,1651.3,1706.1,1279.8,,,,
2024,7,18,4,1618.5,1670.2,1256.4,,,,
2024,7,18,5,1593.2,1645.9,1260.0,,,,
2024,7,18,6,1604.1,1628.4,1258.7,,,,
2024,7,18,7,1750.0,1726.7,1356.9,,,,
2024,7,18,8,1954.9,1882.4,1550.8,,,,
2024,7,18,9,2136.4,2020.1,1741.9,,,,
2024,7,18,10,2303.2,2037.1,1914.1,,,,
2024,7,18,11,2431.2,2056.4,2103.9,,,,
2024,7,18,12,2508.0,2090.1,2249.1,,,,
2024,7,18,13,2552.1,2157.4,2338.3,,,,
2024,7,18,14,2598.6,2215.7,2378.0,,,,
2024,7,18,15,2619.8,2265.9,2401.4,,,,
2024,7,18,16,2624.0,2353.8,2389.7,,,,
2024,7,18,17,2601.8,2396.5,2320.3,,,,
2024,7,18,18,2501.0,2353.4,2247.3,,,,
2024,7,18,19,2404.7,2296.4,2226.5,,,,
2024,7,18,20,2341.3,2310.8,2190.5,,,,
2024,7,18,21,2222.8,2234.5,2102.1,,,,
2024,7,18,22,2093.4,2117.9,1943.0,,,,
2024,7,18,23,1975.0,1993.6,1822.6,,,,
2024,7,18,24,1870.6,1874.3,1688.3,,,,
2024,7,19,1,1773.7,1769.8,1580.5,,,,
2024,7,19,2,1697.2,1685.4,1489.9,,,,
2024,7,19,3,1649.6,1620.4,1421.8,,,,
2024,7,19,4,1625.2,1581.8,1366.4,,,,
2024,7,19,5,1601.3,1549.0,1343.0,,,,
2024,7,19,6,1590.0,1506.0,1301.9,,,,
2024,7,19,7,1692.2,1560.3,1351.1,,,,
2024,7,19,8,1867.8,1740.6,1486.3,,,,
2024,7,19,9,2030.3,1951.4,1637.8,,,,
2024,7,19,10,2191.1,2116.1,1767.2,,,,
2024,7,19,11,2329.3,2278.0,1844.7,,,,
2024,7,19,12,2438.2,2412.6,1873.1,,,,
2024,7,19,13,2512.6,2531.9,1957.9,,,,
2024,7,19,14,2557.7,2640.9,2036.7,,,,
2024,7,19,15,2605.3,2719.5,2090.8,,,,
2024,7,19,16,2637.8,2747.3,2166.6,,,,
2024,7,19,17,2625.1,2737.0,2172.9,,,,
2024,7,19,18,2553.5,2671.0,2110.7,,,,
2024,7,19,19,2492.2,2575.0,2038.1,,,,
2024,7,19,20,2440.3,2535.1,2048.5,,,,
2024,7,19,21,2313.8,2413.5,1993.5,,,,
2024,7,19,22,2114.9,2257.4,1851.9,,,,
2024,7,19,23,1909.0,2094.5,1671.6,,,,
2024,7,19,24,1780.0,1974.8,1527.8,,,,
2024,7,20,1,1692.6,1873.4,1433.6,,,,
2024,7,20,2,1629.5,1808.3,1372.3,,,,
2024,7,20,3,1584.7,1763.0,1343.4,,,,
2024,7,20,4,1568.8,1751.8,1344.3,,,,
2024,7,20,5,1596.3,1723.5,1388.0,,,,
2024,7,20,6,1642.5,1663.4,1461.5,,,,
2024,7,20,7,1761.7,1789.9,1615.7,,,,
2024,7,20,8,1915.4,1968.0,1787.4,,,,
2024,7,20,9,2068.8,2148.4,1979.9,,,,
2024,7,20,10,2228.1,2301.8,2161.2,,,,
2024,7,20,11,2377.6,2448.9,2293.3,,,,
2024,7,20,12,2522.5,2592.1,2390.6,,,,
2024,7,20,13,2639.9,2707.8,2447.4,,,,
2024,7,20,14,2724.5,2794.8,2500.6,,,,
2024,7,20,15,2751.6,2756.2,2550.2,,,,
2024,7,20,16,2747.1,2675.0,2573.7,,,,
2024,7,20,17,2699.1,2595.6,2540.3,,,,
2024,7,20,18,2596.9,2511.3,2418.1,,,,
2024,7,20,19,2511.2,2437.7,2315.8,,,,
2024,7,20,20,2461.8,2440.4,2300.9,,,,
2024,7,20,21,2350.8,2379.4,2216.6,,,,
2024,7,20,22,2136.4,2231.8,2025.5,,,,
2024,7,20,23,1976.0,2066.7,1818.6,,,,
2024,7,20,24,1860.0,1924.1,1653.1,,,,
2024,7,21,1,1764.9,1819.5,1542.7,,,,
2024,7,21,2,1694.7,1755.4,1460.2,,,,
2024,7,21,3,1652.0,1705.6,1420.0,,,,
2024,7,21,4,1652.0,1678.7,1413.7,,,,
2024,7,21,5,1683.1,1668.8,1453.0,,,,
2024,7,21,6,1748.3,1637.0,1510.7,,,,
2024,7,21,7,1847.0,1755.8,1644.5,,,,
2024,7,21,8,1933.7,1931.7,1817.2,,,,
2024,7,21,9,2036.3,2104.4,1996.2,,,,
2024,7,21,10,2160.4,2256.9,2157.1,,,,
2024,7,21,11,2248.6,2410.4,2199.5,,,,
2024,7,21,12,2349.7,2553.5,2479.9,,,,
2024,7,21,13,2462.5,2662.5,2461.0,,,,
2024,7,21,14,2558.1,2724.8,2486.6,,,,
2024,7,21,15,2621.9,2663.4,2497.0,,,,
2024,7,21,16,2637.4,2538.2,2462.8,,,,
2024,7,21,17,2587.7,2453.4,2378.5,,,,
2024,7,21,18,2469.2,2399.6,2234.6,,,,
2024,7,21,19,2393.8,2357.9,2107.1,,,,
2024,7,21,20,2276.1,2356.1,2048.5,,,,
2024,7,21,21,2099.8,2269.5,1957.9,,,,
2024,7,21,22,1896.0,2152.4,1779.3,,,,
2024,7,21,23,1690.1,2017.8,1598.6,,,,
2024,7,21,24,1544.9,1899.4,1453.0,,,,
2024,7,22,1,1471.2,1820.9,1375.4,,,,
2024,7,22,2,1418.3,1749.1,1309.1,,,,
2024,7,22,3,1392.6,1714.6,1291.1,,,,
2024,7,22,4,1406.3,1720.0,1289.3,,,,
2024,7,22,5,1451.8,1719.5,1341.1,,,,
2024,7,22,6,1506.4,1706.5,1406.5,,,,
2024,7,22,7,1617.5,1796.2,1531.8,,,,
2024,7,22,8,1722.9,1925.0,1678.8,,,,
2024,7,22,9,1823.4,2072.1,1828.9,,,,
2024,7,22,10,1938.7,2200.4,1982.6,,,,
2024,7,22,11,2045.8,2344.9,2137.7,,,,
2024,7,22,12,2137.1,2479.0,2301.8,,,,
2024,7,22,13,2219.6,2587.6,2418.6,,,,
2024,7,22,14,2284.5,2668.3,2493.9,,,,
2024,7,22,15,2326.5,2720.4,2526.3,,,,
2024,7,22,16,2331.8,2674.1,2504.2,,,,
2024,7,22,17,2282.4,2583.5,2516.0,,,,
2024,7,22,18,2194.6,2483.0,2215.7,,,,
2024,7,22,19,2142.8,2414.4,2119.7,,,,
2024,7,22,20,2131.2,2419.3,2072.4,,,,
2024,7,22,21,2056.4,2338.6,2000.2,,,,
2024,7,22,22,1914.0,2219.3,1845.6,,,,
2024,7,22,23,1781.1,2077.1,1668.4,,,,
2024,7,22,24,1666.5,1947.0,1507.9,,,,
2024,7,23,1,1593.5,1842.9,1412.8,,,,
2024,7,23,2,1535.0,1769.3,1339.8,,,,
2024,7,23,3,1506.1,1715.9,1316.4,,,,
2024,7,23,4,1508.9,1696.2,1307.3,,,,
2024,7,23,5,1542.0,1686.8,1360.1,,,,
2024,7,23,6,1591.4,1684.5,1437.6,,,,
2024,7,23,7,1636.9,1776.0,1580.1,,,,
2024,7,23,8,1678.5,1926.8,1763.6,,,,
2024,7,23,9,1698.2,2081.5,1934.9,,,,
2024,7,23,10,1793.1,2190.5,2063.3,,,,
2024,7,23,11,1914.0,2309.9,2171.5,,,,
2024,7,23,12,2028.6,2420.7,2248.6,,,,
2024,7,23,13,2125.2,2505.9,2331.1,,,,
2024,7,23,14,2215.1,2600.6,2377.6,,,,
2024,7,23,15,2265.1,2649.0,2398.7,,,,
2024,7,23,16,2275.0,2661.6,2382.5,,,,
2024,7,23,17,2226.0,2668.3,2313.5,,,,
2024,7,23,18,2141.7,2593.8,2173.8,,,,
2024,7,23,19,2059.9,2508.2,2049.4,,,,
2024,7,23,20,2031.0,2505.0,2027.3,,,,
2024,7,23,21,1961.2,2399.2,1939.8,,,,
2024,7,23,22,1821.6,2253.8,1751.4,,,,
2024,7,23,23,1674.3,2090.5,1585.0,,,,
2024,7,23,24,1574.1,1948.3,1439.0,,,,
2024,7,24,1,1505.4,1851.0,1348.4,,,,
2024,7,24,2,1455.0,1766.2,1302.4,,,,
2024,7,24,3,1428.9,1715.5,1270.4,,,,
2024,7,24,4,1440.9,1690.4,1274.0,,,,
2024,7,24,5,1473.3,1676.4,1318.2,,,,
2024,7,24,6,1527.6,1664.8,1386.7,,,,
2024,7,24,7,1627.7,1769.8,1522.8,,,,
2024,7,24,8,1714.4,1940.2,1674.7,,,,
2024,7,24,9,1798.7,2101.7,1824.0,,,,
2024,7,24,10,1927.0,2226.4,1979.9,,,,
2024,7,24,11,2012.3,2342.6,2079.6,,,,
2024,7,24,12,2099.8,2464.2,2144.9,,,,
2024,7,24,13,2166.1,2564.7,2199.0,,,,
2024,7,24,14,2233.7,2665.6,2236.5,,,,
2024,7,24,15,2221.1,2740.1,2232.4,,,,
2024,7,24,16,2172.8,2760.7,2209.4,,,,
2024,7,24,17,2099.1,2725.7,2147.6,,,,
2024,7,24,18,2013.4,2649.9,2016.5,,,,
2024,7,24,19,1980.3,2578.6,1892.0,,,,
2024,7,24,20,1962.3,2548.5,1883.9,,,,
2024,7,24,21,1902.0,2397.8,1814.9,,,,
2024,7,24,22,1787.1,2221.5,1682.4,,,,
2024,7,24,23,1671.1,2042.1,1545.4,,,,
2024,7,24,24,1580.5,1884.1,1427.3,,,,
2024,7,25,1,1505.7,1750.0,1337.1,,,,
2024,7,25,2,1451.4,1651.8,1280.7,,,,
2024,7,25,3,1407.7,1577.8,1238.4,,,,
2024,7,25,4,1398.2,1528.4,1231.2,,,,
2024,7,25,5,1398.2,1501.0,1245.1,,,,
2024,7,25,6,1386.9,1459.8,1259.1,,,,
2024,7,25,7,1464.1,1520.3,1314.1,,,,
2024,7,25,8,1563.6,1658.1,1414.6,,,,
2024,7,25,9,1676.4,1813.7,1521.9,,,,
2024,7,25,10,1781.8,1917.8,1608.9,,,,
2024,7,25,11,1836.8,2055.1,1669.3,,,,
2024,7,25,12,1885.4,2183.8,1716.2,,,,
2024,7,25,13,1939.4,2290.1,1726.1,,,,
2024,7,25,14,2019.0,2405.0,1742.8,,,,
2024,7,25,15,2085.3,2485.7,1733.4,,,,
2024,7,25,16,2119.2,2520.7,1699.1,,,,
2024,7,25,17,2111.1,2518.5,1646.8,,,,
2024,7,25,18,2055.4,2459.3,1580.1,,,,
2024,7,25,19,1997.9,2388.8,1550.3,,,,
2024,7,25,20,1980.6,2378.1,1578.7,,,,
2024,7,25,21,1908.3,2285.7,1551.2,,,,
2024,7,25,22,1791.7,2176.6,1472.8,,,,
2024,7,25,23,1677.8,2040.3,1381.7,,,,
2024,7,25,24,1547.0,1891.3,1283.0,,,,
2024,7,26,1,1445.8,1779.2,1214.5,,,,
2024,7,26,2,1380.9,1696.6,1169.8,,,,
2024,7,26,3,1337.2,1632.5,1137.4,,,,
2024,7,26,4,1306.5,1578.6,1123.4,,,,
2024,7,26,5,1296.0,1545.0,1123.9,,,,
2024,7,26,6,1268.1,1497.9,1118.9,,,,
2024,7,26,7,1325.9,1587.6,1141.4,,,,
2024,7,26,8,1420.4,1743.3,1199.1,,,,
2024,7,26,9,1522.7,1908.4,1280.3,,,,
2024,7,26,10,1613.6,2039.4,1375.4,,,,
2024,7,26,11,1678.1,2164.1,1456.6,,,,
2024,7,26,12,1740.5,2273.1,1519.2,,,,
2024,7,26,13,1789.9,2348.9,1562.0,,,,
2024,7,26,14,1859.7,2426.5,1588.2,,,,
2024,7,26,15,1922.8,2486.6,1592.2,,,,
2024,7,26,16,1971.8,2505.0,1586.8,,,,
2024,7,26,17,1977.1,2477.7,1561.1,,,,
2024,7,26,18,1938.0,2404.1,1521.0,,,,
2024,7,26,19,1909.4,2303.6,1502.1,,,,
2024,7,26,20,1903.4,2275.3,1557.5,,,,
2024,7,26,21,1827.3,2178.4,1543.6,,,,
2024,7,26,22,1704.6,2057.3,1448.0,,,,
2024,7,26,23,1572.4,1903.9,1327.2,,,,
2024,7,26,24,1477.5,1768.9,1227.5,,,,
2024,7,27,1,1412.7,1671.5,1168.5,,,,
2024,7,27,2,1362.2,1601.1,1132.9,,,,
2024,7,27,3,1342.5,1548.1,1123.9,,,,
2024,7,27,4,1357.3,1526.6,1140.1,,,,
2024,7,27,5,1409.5,1519.0,1205.0,,,,
2024,7,27,6,1455.7,1514.5,1287.5,,,,
2024,7,27,7,1528.6,1616.8,1386.2,,,,
2024,7,27,8,1617.8,1758.1,1501.2,,,,
2024,7,27,9,1716.9,1890.9,1584.1,,,,
2024,7,27,10,1825.5,1997.6,1649.1,,,,
2024,7,27,11,1929.5,2104.4,1709.0,,,,
2024,7,27,12,2013.1,2217.0,1751.8,,,,
2024,7,27,13,2091.0,2296.4,1788.4,,,,
2024,7,27,14,2146.3,2369.1,1830.3,,,,
2024,7,27,15,2198.5,2433.7,1852.8,,,,
2024,7,27,16,2214.7,2446.7,1846.5,,,,
2024,7,27,17,2197.4,2406.3,1796.9,,,,
2024,7,27,18,2119.5,2332.8,1679.7,,,,
2024,7,27,19,2064.5,2252.0,1606.7,,,,
2024,7,27,20,2046.2,2230.0,1630.1,,,,
2024,7,27,21,1961.9,2110.7,1577.4,,,,
2024,7,27,22,1804.7,1967.6,1459.3,,,,
2024,7,27,23,1649.9,1813.3,1328.1,,,,
2024,7,27,24,1548.7,1676.0,1217.2,,,,
2024,7,28,1,1483.5,1577.8,1156.8,,,,
2024,7,28,2,1430.6,1497.5,1117.5,,,,
2024,7,28,3,1391.5,1448.6,1104.0,,,,
2024,7,28,4,1380.2,1433.7,1123.4,,,,
2024,7,28,5,1406.3,1426.1,1189.2,,,,
2024,7,28,6,1452.1,1420.3,1274.0,,,,
2024,7,28,7,1560.7,1514.9,1379.9,,,,
2024,7,28,8,1670.7,1643.7,1492.6,,,,
2024,7,28,9,1764.9,1762.1,1586.8,,,,
2024,7,28,10,1867.1,1844.7,1678.8,,,,
2024,7,28,11,1960.9,1931.7,1747.3,,,,
2024,7,28,12,2051.8,2031.3,1796.0,,,,
2024,7,28,13,2116.7,2096.3,1847.0,,,,
2024,7,28,14,2181.6,2177.5,1892.9,,,,
2024,7,28,15,2215.8,2241.2,1906.0,,,,
2024,7,28,16,2214.4,2268.6,1901.1,,,,
2024,7,28,17,2183.0,2248.0,1845.6,,,,
2024,7,28,18,2103.3,2176.6,1727.0,,,,
2024,7,28,19,2034.9,2092.8,1648.6,,,,
2024,7,28,20,2009.5,2064.5,1661.2,,,,
2024,7,28,21,1915.4,1942.0,1607.1,,,,
2024,7,28,22,1759.9,1785.0,1473.2,,,,
2024,7,28,23,1600.6,1632.0,1343.0,,,,
2024,7,28,24,1494.8,1505.1,1225.3,,,,
2024,7,29,1,1429.9,1404.6,1162.2,,,,
2024,7,29,2,1379.2,1339.1,1122.5,,,,
2024,7,29,3,1343.6,1289.7,1101.8,,,,
2024,7,29,4,1347.1,1287.5,1119.4,,,,
2024,7,29,5,1379.9,1290.2,1180.7,,,,
2024,7,29,6,1448.6,1296.9,1263.2,,,,
2024,7,29,7,1520.2,1409.5,1367.3,,,,
2024,7,29,8,1627.7,1558.9,1489.5,,,,
2024,7,29,9,1732.1,1667.5,1615.2,,,,
2024,7,29,10,1849.5,1792.6,1710.4,,,,
2024,7,29,11,1953.8,1951.4,1792.9,,,,
2024,7,29,12,2061.0,2062.2,1892.9,,,,
2024,7,29,13,2152.0,2153.8,1947.9,,,,
2024,7,29,14,2225.3,2251.6,2005.6,,,,
2024,7,29,15,2270.4,2327.8,2032.7,,,,
2024,7,29,16,2290.2,2363.7,2030.0,,,,
2024,7,29,17,2263.7,2347.6,1963.3,,,,
2024,7,29,18,2182.6,2282.1,1836.1,,,,
2024,7,29,19,2093.4,2211.2,1723.4,,,,
2024,7,29,20,2039.8,2200.0,1705.9,,,,
2024,7,29,21,1939.0,2090.5,1644.5,,,,
2024,7,29,22,1759.6,1947.4,1502.1,,,,
2024,7,29,23,1599.9,1785.9,1363.2,,,,
2024,7,29,24,1489.5,1656.7,1245.1,,,,
2024,7,30,1,1415.8,1558.5,1175.7,,,,
2024,7,30,2,1367.5,1486.2,1125.2,,,,
2024,7,30,3,1335.5,1439.6,1107.6,,,,
2024,7,30,4,1339.7,1417.6,1130.6,,,,
2024,7,30,5,1378.1,1424.8,1181.1,,,,
2024,7,30,6,1432.4,1414.0,1255.9,,,,
2024,7,30,7,1562.5,1534.2,1364.1,,,,
2024,7,30,8,1682.0,1693.0,1475.9,,,,
2024,7,30,9,1795.9,1869.8,1560.2,,,,
2024,7,30,10,1918.6,1978.4,1623.4,,,,
2024,7,30,11,2032.4,2087.4,1645.9,,,,
2024,7,30,12,2135.0,2180.7,1660.8,,,,
2024,7,30,13,2223.2,2181.1,1685.1,,,,
2024,7,30,14,2291.9,2248.9,1721.2,,,,
2024,7,30,15,2318.7,2321.5,1758.1,,,,
2024,7,30,16,2308.8,2352.5,1761.3,,,,
2024,7,30,17,2244.7,2313.0,1722.5,,,,
2024,7,30,18,2128.0,2223.7,1621.6,,,,
2024,7,30,19,2051.1,2156.9,1541.3,,,,
2024,7,30,20,2007.4,2132.2,1595.4,,,,
2024,7,30,21,1934.1,2007.1,1539.5,,,,
2024,7,30,22,1783.9,1867.6,1440.8,,,,
2024,7,30,23,1637.6,1711.9,1319.1,,,,
2024,7,30,24,1537.8,1584.0,1214.9,,,,
2024,7,31,1,1474.4,1477.3,1152.7,,,,
2024,7,31,2,1424.6,1403.7,1115.7,,,,
2024,7,31,3,1401.0,1348.5,1099.1,,,,
2024,7,31,4,1406.7,1343.1,1115.7,,,,
2024,7,31,5,1458.1,1347.2,1176.2,,,,
2024,7,31,6,1498.3,1337.7,1261.8,,,,
2024,7,31,7,1560.0,1425.7,1359.6,,,,
2024,7,31,8,1640.4,1541.0,1457.5,,,,
2024,7,31,9,1701.0,1638.3,1540.0,,,,
2024,7,31,10,1746.5,1685.0,1596.3,,,,
2024,7,31,11,1788.8,1748.7,1663.0,,,,
2024,7,31,12,1842.1,1812.8,1704.5,,,,
2024,7,31,13,1912.9,1878.3,1743.7,,,,
2024,7,31,14,1989.4,1961.3,1787.4,,,,
2024,7,31,15,2045.1,2040.3,1798.7,,,,
2024,7,31,16,2077.6,2087.4,1787.4,,,,
2024,7,31,17,2065.9,2086.5,1719.8,,,,
2024,7,31,18,1999.7,2038.5,1617.0,,,,
2024,7,31,19,1917.2,1972.5,1530.5,,,,
2024,7,31,20,1878.4,1968.0,1538.6,,,,
2024,7,31,21,1805.4,1872.0,1484.1,,,,
2024,7,31,22,1676.4,1766.2,1381.7,,,,
2024,7,31,23,1544.5,1634.7,1273.1,,,,
2024,7,31,24,1444.4,1512.7,1174.8,,,,
2024,8,1,1,1304.8,1375.9,1163.5,,,,
2024,8,1,2,1232.9,1301.9,1091.4,,,,
2024,8,1,3,1188.4,1247.6,1040.0,,,,
2024,8,1,4,1162.7,1213.9,1032.3,,,,
2024,8,1,5,1153.2,1197.3,1045.0,,,,
2024,8,1,6,1158.8,1157.0,1036.9,,,,
