"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288"
2024,6,10,40,40,40,39,39,39,39,40,39,38,39,38,39,38,38,37,38,38,37,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,37,38,37,38,38,39,38,38,38,38,39,38,39,39,39,39,40,40,53,56,52,48,48,48,49,49,57,57,49,50,54,55,46,47,47,48,48,48,46,47,47,47,47,47,48,48,58,58,58,58,58,59,58,59,59,59,59,59,60,60,61,61,64,64,64,62,62,62,63,62,62,63,63,64,66,67,66,66,67,67,67,67,67,67,67,67,67,68,67,67,66,67,67,67,67,66,67,66,67,68,68,60,68,69,69,67,68,69,69,69,69,69,69,69,69,68,69,69,69,69,69,69,69,70,70,69,70,76,76,70,76,76,70,77,70,70,69,76,77,77,76,68,70,69,70,70,69,69,68,69,73,73,74,73,73,73,73,72,73,72,72,71,71,77,71,71,70,75,71,70,71,73,65,69,54,70,79,71,64,62,71,60,61,61,62,55,51,50,50,50,51,50,51,50,50,50,50,51,50,50,49,50,50,50,50,52,55,56,59,59,60,59,59,58,57,55,53,52,49,48,47,45,45,46,46,47,47,46,46,45,44,43,44,44,44,44,43,42,41,42,43,42,43,42,45,47
2024,6,11,50,51,51,50,50,49,47,48,47,47,47,46,47,47,48,47,47,47,47,48,48,48,48,47,48,48,47,46,46,46,46,46,46,45,45,44,43,41,41,41,41,40,38,38,37,38,39,40,39,39,39,39,40,41,41,42,43,44,45,58,61,61,57,51,51,51,51,53,48,50,50,54,56,53,52,49,51,54,55,56,56,57,57,57,57,58,58,57,58,58,65,64,64,64,65,65,66,67,67,67,68,68,69,64,71,65,66,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,74,68,68,68,68,68,67,67,67,67,66,66,66,71,71,65,66,64,65,66,67,72,72,71,72,72,73,71,71,73,73,73,71,72,74,75,75,76,77,78,78,78,79,80,79,77,79,79,79,79,79,81,81,81,81,80,80,81,80,80,81,79,80,80,82,81,80,80,79,80,85,83,83,83,83,83,83,83,83,83,82,84,81,82,82,84,83,83,83,80,81,70,75,74,76,82,82,79,68,82,78,66,65,65,65,65,66,65,65,65,65,63,63,63,62,61,61,61,60,60,58,59,59,59,58,58,57,56,57,57,58,56,55,55,54,54,54,53,52,52,52,52,52,51,50,50,51,50,51,50,49,49,49,49,49,49,49,49,48,48,49,49,49,47,48,47
2024,6,12,48,47,48,48,47,47,47,48,47,46,46,45,45,45,45,44,44,44,42,43,43,43,43,42,42,43,43,43,44,44,45,45,46,46,46,46,47,48,49,49,49,49,49,49,48,49,49,48,47,47,48,48,49,48,48,48,49,49,61,53,63,54,64,54,54,54,54,55,55,54,54,55,61,61,58,59,65,65,61,65,66,66,65,64,62,62,62,61,61,63,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,64,64,64,64,64,64,64,64,65,65,65,66,66,66,66,66,66,60,60,60,60,60,60,61,61,61,61,61,61,61,61,67,67,68,65,65,66,66,66,68,66,66,66,66,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,63,63,63,63,62,62,62,62,62,62,61,61,61,61,60,60,60,71,60,59,59,71,64,64,63,72,71,69,53,53,52,52,52,52,52,52,53,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,51,51,50,50,50,50,49,49,49,49,48,48,48,47,47,47,47,46,45,45,44,44,43,43,42,42,42,41,41,41,40,40,40,39,39,39,39,39,38,38,38,38,38,37
2024,6,13,37,37,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,34,34,34,35,35,35,35,35,35,35,35,36,36,37,38,39,40,42,43,44,45,46,46,46,45,44,44,44,45,45,45,45,45,45,51,59,59,59,59,48,48,48,48,48,48,47,58,58,54,54,53,52,52,52,52,52,53,53,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,51,51,51,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,55,55,55,55,59,55,60,60,60,51,52,60,60,60,60,60,60,61,61,61,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,55,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,58,55,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,56,56,56,53,53,61,61,67,75,66,50,49,49,49,49,49,49,49,50,50,49,49,49,49,49,49,49,48,48,48,48,48,48,47,47,47,46,46,46,46,45,45,45,45,45,44,44,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,37,36,36,36,36,35,35
2024,6,14,35,35,35,35,34,34,34,34,34,34,34,34,33,33,33,33,33,33,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,48,48,48,48,34,34,34,34,34,34,35,35,35,49,49,45,45,45,45,41,41,42,42,42,42,43,42,43,43,43,43,43,52,53,53,53,45,53,54,54,54,54,54,54,55,55,55,55,55,55,56,56,56,56,56,57,57,57,57,57,57,58,50,50,50,51,51,51,51,51,52,52,52,52,52,52,52,52,53,53,53,53,58,58,53,54,58,50,50,50,50,50,51,51,51,51,51,51,51,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,58,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,54,53,53,53,68,70,75,65,69,55,52,50,51,51,50,50,51,51,51,51,51,50,50,50,50,49,49,49,49,49,48,48,48,48,47,47,47,46,46,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,42,42,43,43,44,44,45,45,46,47,48,48,49,49,49,49,49,49,49,48,47
2024,6,15,47,47,47,47,47,47,47,46,46,46,46,45,45,45,45,44,44,44,44,44,43,43,43,42,42,42,41,41,40,39,38,37,36,35,34,33,33,33,33,33,33,32,32,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,35,40,52,53,53,41,41,41,41,41,41,41,41,54,54,54,50,51,51,52,52,52,52,52,52,52,53,50,50,50,50,50,50,50,50,50,50,50,51,51,52,52,52,52,52,52,53,53,53,52,53,53,53,54,54,54,54,54,54,54,55,55,55,55,56,56,56,56,56,56,56,57,57,57,54,55,55,55,55,55,55,56,56,56,56,56,55,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,59,59,59,60,60,60,60,61,61,61,62,62,62,62,62,62,63,63,63,63,63,63,64,64,64,64,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,63,60,60,73,76,81,68,67,82,67,65,65,65,65,65,64,64,64,63,63,63,63,62,62,62,62,62,62,62,61,61,61,61,60,60,60,59,59,59,59,58,58,58,57,57,57,56,56,56,54,52,52,53,54,54,53,53,53,53,52,51,51,50,48,47,46,46,45,45,44,45,45,45,45
2024,6,16,44,44,44,44,43,42,41,41,40,40,39,39,39,39,38,38,37,37,37,37,37,37,38,38,39,39,40,40,41,41,41,40,41,41,41,41,41,41,41,40,39,39,39,39,40,40,40,40,41,42,42,42,42,43,43,43,43,42,49,44,43,55,54,54,42,41,41,41,42,43,44,56,56,57,53,53,53,53,50,50,58,58,55,54,54,54,54,55,50,51,51,51,48,48,49,49,53,53,50,50,50,51,51,51,51,51,52,52,52,52,53,53,53,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,56,56,56,57,58,58,59,59,60,61,62,62,62,62,63,65,66,67,66,66,67,69,68,66,65,66,67,68,69,69,70,70,70,70,70,70,69,70,70,70,70,69,69,69,69,69,69,69,69,70,70,71,71,71,72,72,71,69,68,67,66,65,64,65,65,65,66,67,69,70,71,73,72,72,72,71,71,71,70,68,67,67,69,70,70,64,62,61,69,75,78,71,76,59,58,55,54,54,53,54,53,53,53,53,53,53,53,53,53,52,53,53,55,56,58,58,58,57,56,55,54,55,56,55,52,50,49,49,49,49,49,49,49,49,48,48,48,48,47,47,47,47,47,48,50,51,52,53,53,53,53,52,52,52,53,52,52,52,51
2024,6,17,51,51,51,51,51,51,50,50,50,50,50,50,50,50,49,49,49,49,49,49,49,49,48,48,48,48,47,47,46,46,46,45,45,45,44,43,43,43,43,43,42,41,41,41,40,40,40,41,41,42,43,44,44,44,44,44,44,44,44,51,58,58,58,47,47,47,47,48,48,49,60,60,60,61,61,62,62,62,63,63,63,63,64,54,55,55,55,55,54,55,55,55,55,55,56,55,55,55,55,56,56,56,56,56,56,57,57,58,57,57,57,57,57,57,56,55,55,55,55,56,56,56,56,56,57,57,57,57,58,57,57,57,57,58,58,58,58,58,59,59,58,59,59,60,61,61,60,60,61,61,62,62,62,62,62,63,63,63,63,63,63,64,64,64,63,63,63,63,63,64,64,64,64,64,64,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,68,68,68,68,68,78,78,67,67,67,66,77,76,76,65,65,65,65,65,65,66,63,63,63,76,78,74,75,65,62,62,62,62,62,62,63,62,62,61,61,60,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,58,58,58,58,57,57,57,56,56,56,55,55,55,54,54,53,53,52,51,51,51,50,50,49,49,48,47,47,46,46,46,45,45,45
2024,6,18,44,43,42,42,42,41,41,41,40,40,39,39,39,39,39,39,38,38,37,38,38,38,38,37,37,36,36,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,36,37,37,37,37,41,53,53,53,42,42,43,42,43,42,42,55,55,55,55,55,55,55,56,56,56,56,56,57,57,57,46,46,47,47,47,47,48,48,49,49,50,51,52,52,53,53,54,54,55,55,56,57,57,58,58,58,58,59,59,59,59,58,58,59,59,59,59,59,59,60,60,61,61,61,61,62,62,62,63,63,63,64,65,65,65,66,66,68,67,66,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,69,69,69,69,69,71,71,71,71,71,70,70,70,70,70,69,69,69,68,68,68,68,67,67,67,64,64,70,70,78,77,73,63,67,61,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,57,57,56,56,56,56,55,55,54,54,54,53,52,51,51,50,50,49,49,48,49,49,48,48,49,49,48,47,47,46,45,44,43,43,42,42,42,42,42,42,41,41,41,41,41,41,41,42,41
2024,6,19,41,41,41,42,42,42,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,42,42,41,41,41,41,41,41,40,41,42,42,41,40,39,39,39,39,39,40,40,40,40,41,41,42,42,42,43,47,58,58,59,48,48,49,49,49,50,51,51,62,62,62,63,63,52,53,63,63,63,63,63,63,54,54,54,54,54,55,55,55,56,56,57,57,57,58,58,59,59,60,61,62,62,62,63,63,63,64,64,64,64,65,65,65,65,65,65,66,66,66,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,68,68,68,68,69,70,71,71,71,71,71,71,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,76,74,74,74,74,73,73,75,75,75,75,75,75,75,74,74,74,74,74,73,73,73,73,71,70,70,69,76,88,87,79,67,67,67,67,67,67,66,66,65,64,64,63,63,62,62,61,60,60,59,58,57,57,56,56,56,57,56,56,56,56,55,54,54,54,53,52,52,51,51,51,50,50,50,49,48,48,48,47,47,46,46,46,46,47,48,48,48,48,48,49,49,50,49,48,48,47,46
2024,6,20,46,46,46,47,47,47,47,47,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,44,42,43,43,42,41,41,42,42,42,42,43,42,43,43,42,42,43,43,43,42,42,42,42,42,42,42,41,42,42,42,43,43,43,43,43,50,58,58,58,47,48,48,49,49,49,50,49,60,60,60,60,50,50,50,50,50,61,54,54,54,54,51,52,52,53,53,54,54,55,55,56,57,58,61,59,60,60,60,60,61,61,61,62,62,62,63,63,63,63,64,64,64,65,65,65,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,62,61,61,63,63,62,62,62,62,62,62,63,63,63,63,63,63,64,64,64,64,64,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,67,66,66,66,66,67,66,66,66,66,66,66,66,66,65,65,65,65,67,67,67,67,67,67,67,66,66,66,66,66,65,65,65,65,65,62,62,61,61,68,70,75,61,58,58,57,57,57,57,57,57,57,57,57,56,56,56,56,55,55,55,54,54,54,54,53,53,53,52,52,52,51,51,51,50,50,50,49,49,49,48,48,48,47,47,47,46,46,46,46,45,45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,40,39,39
2024,6,21,39,39,38,38,38,38,38,38,37,37,37,37,37,37,37,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,37,37,50,51,37,37,37,37,37,37,38,38,38,38,51,51,52,48,43,48,48,49,49,49,45,45,45,50,45,45,46,46,46,47,47,48,48,48,49,49,49,50,50,50,50,51,51,52,52,52,53,53,54,54,54,54,55,55,55,55,56,56,56,54,54,54,55,55,55,56,56,56,56,57,57,57,57,57,58,58,58,59,59,59,59,60,60,60,59,59,60,60,60,60,60,60,61,61,61,61,61,62,62,62,62,62,62,62,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,64,67,67,67,67,66,66,66,66,66,66,66,66,66,67,68,68,68,66,67,67,64,64,64,63,62,61,61,68,68,70,72,77,64,62,65,73,63,65,65,65,63,63,65,66,66,65,63,60,58,58,60,61,60,58,56,55,54,54,53,53,52,52,52,51,51,50,50,50,49,49,49,48,48,47,47,47,46,46,45,45,45,44,44,44,43,43,43,42,42,42,42,41,41,41,41,40,40
2024,6,22,40,40,40,39,39,39,39,39,39,39,38,38,38,38,38,37,37,37,37,37,37,37,37,37,36,37,37,36,36,36,36,36,36,36,37,37,37,37,37,38,38,39,39,40,40,42,42,44,45,46,48,49,50,51,52,52,52,52,52,56,65,65,56,56,56,56,56,56,57,57,57,57,67,67,65,65,62,62,62,66,63,66,66,67,64,64,64,64,64,65,65,65,65,66,66,66,67,67,66,66,66,66,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,67,67,67,68,66,66,66,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,69,68,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,76,74,76,76,75,75,75,75,75,74,74,74,74,73,73,73,73,73,73,70,70,76,75,77,82,78,66,65,65,65,65,66,65,66,65,65,66,65,65,65,65,65,65,65,65,65,65,66,66,67,66,66,65,65,63,62,61,61,60,59,59,58,57,57,57,57,57,56,55,55,54,54,54,53,52,51,51,50,50,49,49,48,48,48,48,48,47,47,47,47,47,47,47
2024,6,23,47,47,47,47,47,47,47,47,47,48,48,47,47,48,48,48,49,50,50,50,50,50,51,50,51,51,51,51,51,50,50,50,50,51,51,51,51,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,58,55,65,65,65,56,56,56,56,56,55,54,53,62,62,62,62,61,61,61,61,61,57,57,57,53,57,53,53,53,53,53,54,54,54,54,55,55,56,57,57,57,57,57,58,58,58,58,59,59,59,59,60,60,60,60,60,60,58,58,58,58,59,59,59,59,59,60,60,60,60,60,61,61,61,61,61,61,62,62,62,62,62,62,62,62,63,63,63,63,63,63,64,64,64,64,64,64,65,65,65,65,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,67,67,67,67,67,67,67,67,67,67,69,69,69,68,68,68,68,68,67,67,67,67,67,66,64,66,66,65,63,62,62,68,70,76,76,58,58,58,58,58,58,58,58,58,57,57,57,57,57,56,56,56,56,55,55,55,55,54,54,54,54,53,53,52,52,51,51,50,50,50,49,49,48,48,48,47,47,46,46,45,45,45,44,44,44,43,43,42,42,42,41,41,40,40,40,40,39,39,39,38,38,38
2024,6,24,38,38,38,37,37,37,37,37,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,44,52,53,40,41,41,41,41,41,41,42,42,42,54,55,55,52,52,52,52,53,53,53,53,50,50,54,54,50,50,51,51,51,52,52,52,52,53,53,54,54,54,54,54,55,55,55,55,56,56,56,56,57,57,57,57,57,58,58,58,58,59,59,59,60,60,60,60,61,61,61,62,62,62,60,60,60,61,61,61,61,62,61,61,62,63,62,62,62,62,63,63,63,63,64,64,64,64,65,65,65,65,65,66,66,66,66,66,66,67,67,67,67,67,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,68,68,68,68,70,70,70,70,70,70,70,70,69,69,69,69,68,68,68,68,66,67,67,67,64,64,70,72,77,75,74,63,77,72,61,60,59,59,59,59,59,59,59,59,58,58,58,57,57,57,56,56,56,56,56,55,55,55,54,54,53,53,52,52,52,51,51,50,50,49,49,48,48,48,47,46,46,45,45,45,44,44,43,43,43,43,43,42,42,42,41,41,41,41,40,40,40,39
2024,6,25,39,39,39,39,38,38,38,38,38,37,37,37,37,37,37,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,53,40,53,53,41,41,41,41,41,42,42,42,54,55,55,56,56,45,56,57,57,57,58,58,58,58,48,48,49,49,49,49,50,50,50,54,54,54,54,55,55,56,56,56,56,57,57,57,57,58,58,58,59,59,56,57,57,57,57,57,58,58,58,59,59,59,59,60,60,60,60,61,61,61,62,62,62,62,62,63,63,63,63,64,64,63,63,63,64,64,64,64,64,65,65,65,65,65,65,66,66,66,66,66,67,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,70,69,69,69,69,69,69,69,69,71,71,71,71,71,71,70,70,70,70,69,69,69,69,68,68,68,68,67,67,65,64,71,72,80,75,61,61,61,60,60,60,60,60,60,60,60,59,59,59,59,59,58,58,58,58,58,57,57,57,57,56,56,55,55,55,54,54,53,53,52,52,52,51,51,50,50,49,49,48,48,48,47,47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,42,42,41,41,41
2024,6,26,40,40,40,40,40,39,39,39,39,39,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,50,45,53,54,54,42,42,42,42,42,42,43,43,55,55,56,56,56,53,53,53,54,54,50,50,55,51,51,51,51,52,52,53,53,53,53,54,54,54,55,55,55,56,56,56,57,57,57,57,58,58,59,59,59,60,60,60,60,61,61,61,61,62,62,62,63,63,63,63,64,64,64,64,62,65,65,65,63,64,66,66,64,64,65,65,65,71,71,72,72,72,72,72,75,73,73,73,73,73,74,74,74,74,74,74,74,75,68,68,68,75,75,75,69,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,78,78,84,84,88,83,83,83,83,83,82,82,82,79,81,81,79,78,78,78,67,65,71,73,71,72,70,72,72,75,62,62,64,62,62,60,60,60,60,60,59,59,59,59,59,59,58,58,58,57,57,57,57,57,56,56,56,55,55,55,54,54,53,53,53,52,52,51,51,51,50,50,49,49,49,48,48,48,47,47,47,46,46,45,45,45,44,44,44,44,43,43,43,42,42,42,42
2024,6,27,41,41,41,41,41,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,40,40,52,52,48,44,44,40,40,44,40,40,53,49,50,46,46,46,46,47,47,47,47,48,48,53,54,54,57,57,57,58,55,58,58,59,59,59,60,58,60,61,61,61,62,62,62,60,61,63,57,57,57,58,58,58,58,58,59,59,59,60,60,60,61,61,61,62,62,61,61,66,73,63,63,64,64,64,64,65,65,69,69,69,65,66,66,66,66,72,72,70,70,71,71,71,71,74,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,73,73,75,76,76,76,76,82,76,82,82,82,82,81,81,80,84,84,79,79,79,84,84,84,84,79,78,78,78,78,83,83,82,78,73,71,69,68,71,71,69,76,67,67,67,62,59,59,59,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,55,55,55,55,55,54,54,53,53,53,52,52,52,51,51,50,50,50,49,49,49,48,48,47,47,47,47,46,46,46,46,46,45,45,45,45,45,44,44,44,44,44,43,43,43,43
2024,6,28,43,42,42,42,42,41,41,41,41,41,41,40,40,40,40,40,40,40,39,39,39,39,39,39,39,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,40,52,35,40,38,36,38,49,52,52,52,52,53,52,41,50,50,51,51,51,51,52,52,52,52,53,55,56,56,56,57,57,54,57,58,58,58,59,59,59,57,57,58,58,58,59,59,59,60,60,63,63,63,64,64,64,64,65,65,65,59,59,60,60,60,60,61,68,61,62,62,62,69,69,63,64,70,70,64,64,65,65,65,65,66,71,72,72,72,72,72,73,73,74,74,74,73,75,75,75,75,75,76,76,76,76,76,76,76,77,76,77,77,77,77,83,83,77,77,83,83,83,77,77,77,77,77,77,83,77,77,77,77,77,77,75,81,81,81,85,85,85,80,80,80,80,84,84,84,79,84,84,81,78,78,78,78,78,79,78,77,74,74,77,62,60,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,59,58,58,58,58,57,57,57,57,56,56,56,55,55,54,54,53,53,53,52,52,52,51,51,51,50,49,49,49,48,48,48,47,47,46,46,46,45,45,45,44,44,44,43,43,43,43,42,42
2024,6,29,42,42,42,41,41,41,41,41,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,38,38,38,38,38,38,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,43,43,40,55,52,56,48,48,56,56,56,56,48,49,49,50,50,50,55,56,52,52,52,52,53,53,53,53,53,54,54,54,55,55,55,56,56,56,57,57,57,58,58,58,58,59,59,60,60,60,61,67,68,68,68,62,62,63,63,69,70,70,70,70,71,71,71,71,71,71,72,72,72,72,72,73,73,73,73,73,74,75,75,75,75,74,75,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,78,78,78,78,78,78,79,79,79,79,79,85,79,79,79,79,79,85,79,79,79,79,79,79,79,79,80,80,80,80,88,88,88,88,88,88,88,88,87,87,78,83,80,80,79,79,79,78,78,78,78,80,80,73,73,70,63,66,66,64,64,77,64,64,62,62,62,62,62,62,61,61,61,61,61,60,60,60,59,59,59,59,59,59,58,58,58,57,57,57,56,56,55,55,54,54,53,53,53,52,52,51,51,50,50,50,49,49,48,48,47,47,47,46,46,46,45,45,45,44,44,44,44,43,43,43
2024,6,30,43,42,42,42,42,42,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,44,44,44,56,56,45,45,45,45,45,45,45,57,57,54,54,54,55,55,55,55,56,56,56,53,53,54,53,61,54,61,61,62,62,62,62,62,63,63,63,61,61,62,62,62,65,65,66,66,64,64,65,65,65,65,66,66,66,66,66,67,67,67,64,64,65,65,65,65,65,68,69,66,66,66,69,70,69,79,79,79,80,80,80,80,71,80,81,81,81,81,81,81,82,81,82,81,82,82,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,81,81,81,82,82,82,82,81,82,82,81,81,82,82,80,75,85,85,85,85,85,84,85,84,84,84,84,79,79,83,79,79,78,78,78,77,73,72,79,78,76,81,81,70,61,59,60,59,59,59,59,60,59,59,59,59,58,59,58,58,58,58,57,57,57,57,57,56,56,56,56,55,55,54,54,54,53,53,53,52,51,51,50,50,49,50,49,48,48,48,47,47,46,46,46,46,45,45,44,44,44,44,43,44,43,43,47,56,53,49
2024,7,1,46,46,46,46,45,45,45,44,44,43,43,43,43,43,43,42,42,42,42,42,42,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,45,46,46,46,47,47,47,47,48,48,47,48,48,48,48,48,48,48,48,48,48,48,48,51,50,62,62,59,59,55,56,63,57,56,60,57,58,52,58,59,62,62,63,63,64,64,61,61,65,66,61,70,64,62,62,65,65,63,64,70,67,65,65,65,66,66,67,67,67,67,66,67,70,70,70,70,67,67,66,66,66,66,69,67,67,67,69,69,68,66,65,67,67,65,68,68,67,68,68,69,68,68,68,65,72,73,72,69,69,70,73,74,73,66,67,73,68,74,74,74,75,74,75,75,75,75,75,75,75,76,78,78,78,78,78,79,79,78,78,78,78,78,78,78,78,77,78,78,78,79,79,78,77,77,78,79,82,76,82,87,86,86,86,86,82,86,81,82,82,81,81,81,81,80,80,69,79,79,79,73,75,78,76,64,61,63,64,65,66,66,67,67,68,70,69,68,67,69,70,70,70,68,65,64,63,65,65,65,64,60,59,58,58,57,57,56,55,54,54,54,53,52,52,52,52,52,51,51,51,51,52,52,52,52,51,50,49,49,48,49,47,47,47,48,46,46,44,44,43,43,43,43
2024,7,2,42,42,42,42,42,43,44,43,43,43,44,45,45,46,46,47,48,49,50,52,53,53,52,52,51,51,50,48,47,47,50,52,52,47,41,39,38,38,38,39,38,39,38,38,38,37,37,37,38,39,39,39,38,38,38,38,38,38,38,46,42,54,55,43,43,43,43,44,44,44,44,45,58,60,62,64,65,55,64,64,65,66,66,56,56,56,56,56,53,52,51,52,52,53,53,53,53,53,54,54,55,56,56,59,59,60,60,60,58,58,58,59,58,58,59,59,59,60,60,61,61,61,62,64,66,67,68,69,69,69,68,66,66,66,66,66,67,68,68,67,67,67,67,69,69,69,68,68,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,70,70,71,71,71,78,78,78,78,78,78,78,78,80,80,80,80,80,78,78,79,80,81,82,83,83,83,82,80,80,87,82,87,86,86,89,90,92,92,91,91,91,90,90,88,88,88,87,87,82,82,80,73,71,71,71,73,73,70,76,70,70,70,68,68,68,68,68,68,68,68,67,66,65,65,65,65,65,65,64,63,63,62,62,61,60,60,59,58,57,57,57,56,56,55,55,55,54,54,54,53,52,52,51,51,51,50,49,49,49,50,49,49,49,48,48,48,48,48,48,48,48,48,48,48
