Year,Month,Day,Period,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1,     SUM,PER UNIT
2020,7,23,7,17.6,17.7,10.3,11.1,11.1,11.1,11.4,10,11.4,10,10.1,9.6,4.8,4.9,4.9,4.3,4.2,4.3,4.3,1.6,1.6,1.4,1.7,1.5,1.8,1.4,1.9,1.8,1.7,0.7,2.5,192.7,0.165920
2020,7,23,8,36,36.1,23.8,23.7,23,23.4,23.5,22.8,23.5,22.8,22.9,23.3,9.9,9.9,9.9,9.7,9.6,9.7,10,3.5,3.5,3.2,3.4,3.3,3.5,3.4,4,4,3.6,1.7,4.5,415.1,0.357413
2020,7,23,9,54.9,55,36.6,36.7,36,36.2,35.9,35.2,35.9,35.3,34.5,35.8,14.2,14.2,14.2,15.2,14.2,14.6,15.6,5.1,5.1,4.9,5.1,5,5.2,5.2,5.9,6.2,5.6,2.6,6.5,632.6,0.544687
2020,7,23,10,70.1,70.2,44.7,46.4,44.5,44.4,44.7,43.1,44.5,43.2,44.1,46.2,18.6,18.7,18.7,18.9,18.3,18.9,19.4,5.9,5.9,6.1,6.2,6.1,6.1,6.3,7.4,7.6,6.9,3.2,8,793.3,0.683055
2020,7,23,11,80.2,80.2,50.6,52.3,49.8,50,50,49.6,50,49.6,49.8,51.4,21,21,21,21.1,20.8,21.1,20.6,5.5,5.5,6.7,6.3,6.3,5.2,6.9,8.3,8.5,7.8,3.5,9,889.6,0.765972
2020,7,23,12,85.2,85.2,53.1,53.1,52.5,53,51.9,52.6,52.2,52.6,53.2,55.1,22.3,22.3,22.3,21.6,22,22.6,17.8,6.2,6.2,6.8,6.4,6.4,6.1,6.9,8.6,8.9,8.2,3.7,9.1,934.1,0.804288
2020,7,23,13,83.9,83.9,52.7,52.5,51.7,51.6,50.3,52.5,51.2,52.5,52.7,54.4,21.7,21.7,21.7,19.5,21.9,22.3,14,5.8,5.8,6.1,6.7,6.7,6.5,6.5,8.5,8.8,8.1,3.6,8.9,914.7,0.787584
2020,7,23,14,76.2,76.2,48.8,50,46.9,47.9,47.3,48.9,47.7,49,48.6,49.8,20,20,20,17.3,20.1,20,17.4,5.3,5.3,5.6,5.9,5.7,5.7,5.2,7.9,8.1,7.4,3.3,8.2,845.7,0.728173
2020,7,23,15,67.3,67.2,42.4,42.8,41.7,41.9,41.8,42.4,42,42.4,42.1,43.1,15.4,15.4,15.4,16.7,16.1,17.7,6.9,4.1,4.1,5.1,4.8,4.5,5,5.1,6.7,6.9,6.4,2.9,7.1,723.4,0.622869
2020,7,23,16,50.8,50.7,31.8,32.3,31.3,31.4,31.2,31.8,31.2,31.8,31.7,29.1,13,13,13,12.4,13.1,13.3,1.3,3.8,3.8,2.9,4,4,3.8,4.2,5,5.3,4.7,2.2,5.3,543.2,0.467711
2020,7,23,17,29,28.9,17.8,18.4,17.6,17.6,17.5,17.9,17.5,17.9,17.8,17.9,7.2,7.2,7.2,7.3,7.6,7.4,6.8,1.8,1.8,2.3,2.1,2.1,1.8,2.4,2.8,3,2.6,1.2,1.7,312.1,0.268727
2020,7,23,18,4.4,4.3,2,2.8,2.3,2.1,2.2,1.8,2,1.8,1.8,2.1,0.7,0.6,0.6,0.7,0.9,0.9,0,0.1,0.1,0.1,0.1,0.1,0,0.2,0.3,0.2,0.3,0.1,0.1,35.7,0.030739
2020,7,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,6,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0.1,5.8,0.004994
2020,7,24,7,17,17.1,11.2,11,10.8,11.1,11,10.8,10.5,10.8,10.9,5,4.7,4.7,4.7,4.2,4.6,4.7,0,1.6,1.6,1.3,1.7,1.5,1.7,1.4,1.9,1.8,1.7,0.7,2.3,184,0.158429
2020,7,24,8,33.8,33.8,23.3,23.4,22.3,23.3,22.5,21.5,20.7,21.6,22.5,16.2,9.6,9.6,9.6,9.6,9.4,9.8,4.2,3.4,3.4,3.2,3.4,3.3,3.4,3.3,4,4,3.6,1.7,4.7,388.1,0.334166
2020,7,24,9,50.9,50.9,36.1,36.1,34.2,35.7,33.4,32,31.4,32,33.4,19.1,14.8,14.8,14.8,14.8,14.7,14.1,13.3,4.9,4.9,4.6,4.9,4.7,5,4.8,6.1,6.2,5.5,2.6,6.8,587.5,0.505855
2020,7,24,10,67.3,67.3,44.4,45.2,43,44,42.3,40.3,40.5,40.3,41.4,15.2,18.2,18.2,18.2,18.2,18.3,17.8,15.6,5.9,5.9,5.7,5.9,5.8,6,5.9,7.5,7.7,6.8,3.2,8.1,730.1,0.628638
2020,7,24,11,76.4,76.4,50,50.8,49.2,49.4,47.8,47.4,46.8,47.4,48.2,26.2,20.6,20.6,20.6,20.5,20.4,20.4,3.3,6.5,6.5,6.4,6.5,6.5,6.6,6.6,8.2,8.6,7.5,3.6,8.8,824.7,0.710091
2020,7,24,12,79.8,79.8,52.4,53.5,51.8,51.8,50.7,50.2,50.5,50.2,51.2,28.8,21.8,21.8,21.8,21.5,21.5,21.8,6.3,6.8,6.8,6.7,6.8,6.9,6.9,6.2,8.6,8.9,8.1,3.7,9.4,873,0.751679
2020,7,24,13,80.2,80.2,52,53.3,50.6,51.4,49.9,50.8,49.4,50.8,50.7,39,21.6,21.6,21.6,20.7,21.3,21.5,5.9,6.8,6.8,6.4,6.8,6.8,6.8,6.5,8.6,8.8,7.9,3.6,9,877.3,0.755381
2020,7,24,14,76.3,76.3,47.7,49.8,46.7,47.2,46.8,47,46.6,47,46.6,23.9,19.8,19.8,19.8,19.5,19.6,19.8,10.3,6.2,6.2,5.8,6.2,6.2,6.1,6.3,7.9,8.1,7.4,3.3,8.5,808.7,0.696315
2020,7,24,15,66.7,66.6,42.3,42.4,41.2,41.9,40.4,41.3,40.2,41.3,41.2,33.7,17.3,17.3,17.3,16.9,17.4,17.2,4.3,5.4,5.4,5.3,5.4,5.4,5.4,5.6,6.8,6.8,6.2,2.8,7.7,715.1,0.615722
2020,7,24,16,51,50.9,31.4,31.6,30.5,31.1,30.4,30.7,30.3,30.7,30.6,29.6,12.7,12.7,12.7,13,13,13,12.1,3.8,3.8,4,3.8,4,3.8,3.9,5.2,5.3,4.7,2.2,5.4,547.9,0.471758
2020,7,24,17,28.8,28.7,17.2,17.6,17.2,17.2,17.1,17.6,17,17.8,17.2,18.9,7,7,7,7.3,7.4,7.4,7.9,2.1,2.1,2.2,2.1,2.2,2.1,2.4,2.9,2.9,2.6,1.2,2.9,311,0.267780
2020,7,24,18,4,3.9,1.9,2.5,2.1,2,2,2.1,1.9,2.2,2,1.2,0.6,0.6,0.6,0.8,0.9,0.9,1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.2,35,0.030136
2020,7,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,6,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0.2,4.8,0.004133
2020,7,25,7,17.3,17.4,11.3,10.7,11.1,11.2,11,9.8,11,9.9,9.7,9.3,4.5,4.6,4.6,4.1,4.1,4.1,4.1,1.7,1.7,1.3,1.7,1.6,1.7,1.3,1.9,1.7,1.6,0.7,2.4,189.1,0.162821
2020,7,25,8,35.3,35.4,23,22.9,23,22.7,23,22.2,23.1,22.2,21.9,23.1,9.4,9.4,9.4,9.3,9.5,9.3,9.8,3.3,3.3,3.1,3.3,3.2,3.4,3.2,3.9,3.8,3.5,1.6,2.9,402.4,0.346478
2020,7,25,9,52.3,52.4,34.6,35.3,32.7,34.3,33.4,33.4,33.2,33.4,33.7,35.7,14.1,14.1,14.2,14.2,14.4,14.5,15,4.4,4.4,4.3,4.5,4.3,4.8,4.2,5.9,5.8,5.1,2.4,0.3,595.3,0.512571
2020,7,25,10,64.2,64.2,42.6,44.8,42.3,42.3,40,40.7,39.5,40.8,41.9,39.9,17.3,17.3,17.3,17.6,17.2,17.6,17.9,5.3,5.3,4.7,4.3,5.3,5.3,5.7,7.3,6.8,5.9,2.8,4.9,729,0.627691
2020,7,25,11,71.8,71.8,46.5,50.3,46.9,46.6,44.4,45.7,44.3,45.7,45.8,39.8,18.6,18.6,18.6,11.6,19.2,19.1,14.6,6.3,6.3,5.4,4.6,4.2,5.5,6.3,7.8,7,6.7,2.9,3.2,786.1,0.676856
2020,7,25,12,79.7,79.7,49.2,53.5,49.4,50.2,49.1,48.1,49.2,48.1,47.5,34.9,14.6,14.6,14.6,17.9,20.2,20.2,13.1,7,7,5.9,6.8,6.4,6.6,6.3,8.1,6.4,6.9,2.6,5.4,829.2,0.713966
2020,7,25,13,79.5,79.5,43.8,52.4,49.9,46.6,44.9,45.5,46.4,45.5,45.5,21.7,16.7,16.7,16.7,14.3,18.5,17.7,1.8,6.1,6.1,3.1,0.8,4.7,3.2,5.7,4.4,0.6,2.9,0.3,6.2,747.7,0.643792
2020,7,25,14,73,73,11.6,45.8,45.5,29,40.2,41,42,41.1,41.2,15.2,8.3,8.3,8.3,18.2,17.6,15.7,7.6,2.7,2.7,3.8,6,1.8,4.2,5.6,4.2,2.7,5.5,1.1,2.2,625.1,0.538230
2020,7,25,15,60.9,60.8,1.2,36.6,30.6,17.4,27.4,37.8,35.5,37.9,37.8,6.4,4.8,4.8,4.8,6.7,7.7,12,0.8,0.1,0.1,5.1,4.6,0.1,2.7,4,5.8,1.8,0.3,0.8,3.7,461,0.396935
2020,7,25,16,48.4,48.4,30,30.9,30.3,30.4,29.1,29.3,28.9,29.3,29.7,32.1,12.6,12.6,12.6,12.7,12.6,12.2,13.2,3.8,3.8,3.9,3.9,3.6,3.1,4.1,4.2,4.2,4.4,1.7,3.5,529.5,0.455915
2020,7,25,17,27.2,27.1,17.1,17.4,17,17.1,16.5,16.5,16.4,16.6,16.5,16.6,6.9,6.9,6.9,7.1,7.1,7.1,7.6,2.1,2.1,2,2.1,2.2,2.1,2.4,2.9,2.7,2.4,1.1,1.8,297.5,0.256156
2020,7,25,18,3.7,3.6,1.8,2.4,2,1.9,1.7,1.8,1.7,1.8,1.8,2,0.6,0.5,0.5,0.6,0.8,0.8,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0,32.5,0.027983
2020,7,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,6,0.4,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0.2,4.9,0.004219
2020,7,26,7,16.8,16.9,10.9,10.6,10.8,10.8,11,10.9,11.1,10.9,10.8,10.1,4.3,4.3,4.3,4.1,4.1,4.6,3.6,1.6,1.6,1.4,1.6,1.6,1.6,1.4,1.8,1.5,1.6,0.6,2.3,189.5,0.163165
2020,7,26,8,34.7,34.7,22.9,22,22.3,22.8,22.9,22.2,23.6,22.2,22.2,6.9,9.2,9.2,9.2,8.8,9.4,9.4,8.2,2.5,2.5,3.3,3.2,2.8,2.7,3.3,1.8,1.7,3,0.7,4.5,374.8,0.322714
2020,7,26,9,51.6,51.7,34,34.7,34.7,33.3,35,31.6,33.1,31.7,32.2,1.6,14.2,14.3,14.3,14.1,14,13.8,12.8,2.8,2.8,3.4,2.7,2.4,1.8,2.8,4.7,4.8,4.3,2,6.4,543.6,0.468056
2020,7,26,10,55.8,55.8,43.4,41.9,41,42.6,42.3,41.4,36.1,41.4,41.4,4.7,17.4,17.4,17.4,13.9,17.1,17.1,16.1,4,4,1.4,4.8,1.4,3.5,2.8,6.7,6.6,5.7,2.7,7.8,655.6,0.564491
2020,7,26,11,57.1,57.1,47.1,45.7,43.2,46.7,45.6,40.3,47.5,40.4,40,4.9,17.1,17.1,17.1,13.2,4.4,8.5,5.1,0.9,0.9,5.1,4.8,5.3,4.2,4.6,7.4,6,6.4,2.5,8.6,654.8,0.563802
2020,7,26,12,76,76,20.4,51.5,50.4,29.1,41.4,30.4,4.5,30.4,30.7,11.2,1.9,1.9,1.9,13.3,7.3,20.3,18.9,4.6,4.6,5.5,2.4,2.9,3.7,4.8,7.1,4.9,5.4,2,9.5,574.9,0.495006
2020,7,26,13,76.4,76.4,49,40.9,34.6,25.2,47.8,47.2,48.1,47.2,47.9,45.8,8.8,8.8,8.8,18.3,15.9,20.8,19.5,2,2,3.1,0.4,2.9,1.6,4.5,4,2.9,6.4,1.2,9,727.4,0.626313
2020,7,26,14,72.7,72.7,23.8,48.4,47.1,47.4,43.7,40.2,42.4,40.2,40.3,6.1,15.1,15.1,15.1,7.1,18.3,18.8,18.6,4.3,4.3,5,3.1,4.5,4,2.3,7.2,7,4.9,2.9,8,690.6,0.594627
2020,7,26,15,63.7,63.7,27.9,40.9,37.9,37,26.6,1.1,22.8,1.1,1.1,1.4,4.4,4.4,4.4,13,14.2,12,16.9,4.8,4.8,2,4.5,3.3,3.5,3.7,4.1,3.7,4.3,1.5,7.2,441.9,0.380489
2020,7,26,16,43.6,43.5,17.4,26.3,24.8,27.4,13.9,24.7,13.2,24.7,24.2,11.4,0.1,0.1,0.1,7.7,9.8,11,2.8,2.8,2.8,2.2,2.1,1.6,2.1,3.3,4.7,4.8,2.3,2,5.1,362.5,0.312123
2020,7,26,17,23.7,23.6,12.2,15.2,12.7,15.2,5.1,13.7,0.6,13.7,13.4,7.8,3.3,3.3,3.3,4.1,3.7,1.5,5.1,1.2,1.2,0.5,1.5,1.2,1.2,2,2.3,2.6,1.7,1.1,2.8,200.5,0.172636
2020,7,26,18,2.5,2.5,0.6,1.6,0.1,1.1,0.1,0.5,0.1,0.5,0.5,1.1,0.3,0.3,0.3,0,0,0.4,0.6,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,14.1,0.012141
2020,7,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,6,0.4,0.4,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0.2,3.6,0.003100
2020,7,27,7,12.9,12.9,10.2,8.5,9.1,9.8,10.3,10,8.1,10,10,0.6,4.5,4.5,4.5,4.3,4.3,4.5,4.4,1.7,1.7,1.3,1.7,1.6,1.7,1.5,1.9,1.9,1.7,0.8,2.1,163,0.140348
2020,7,27,8,17,17,19.2,9.2,15.4,19.6,19.4,20.9,16.5,20.9,21.1,9.6,8.1,8.1,8.1,6.4,7.8,8.4,9.3,3.4,3.4,3.3,3.4,3.3,3.5,3.3,4,4,3.5,1.6,3.6,302.3,0.260289
2020,7,27,9,28.8,28.8,25,16.4,18.4,24.8,22.9,15.3,22.9,15.3,15.3,12.8,11.2,11.2,11.2,9.2,7.7,9.5,12,4.9,4.9,5.1,5,5,5.1,4.7,6,5.9,5.2,2.4,4.3,377.2,0.324780
2020,7,27,10,15.2,15.2,30.8,27.3,32.2,31.4,31,32.3,34.9,32.3,32.2,24.6,15.4,15.4,15.5,14.1,14.3,14.9,10.1,5.9,5.9,6.1,5.6,6,6,3.3,7.3,7.1,6.3,2.9,7.2,508.7,0.438006
2020,7,27,11,40.8,40.9,41.4,37.9,38.8,39.5,41.7,37.4,41.6,37.4,37.5,10.3,18.7,18.7,18.7,15.4,13.5,14.8,19.4,6.7,6.7,6.2,6.5,6.5,6.4,4.4,7.8,7.8,7.2,3.2,8,641.8,0.552609
2020,7,27,12,59.1,59.1,44.1,36.6,40.4,41.2,45,48.6,45.2,48.6,49.7,21.6,20.8,20.8,20.8,20.3,19.7,20.8,19.7,7,7,6.1,6.8,6.8,7.1,3.3,8.2,8.2,7.4,3.4,5.4,758.8,0.653349
2020,7,27,13,68.8,68.8,44.2,35.6,38.7,41.1,45.4,47.8,47.4,47.8,48.2,39.7,20.5,20.5,20.5,19.7,19.5,20.8,21.4,6.9,6.9,3.5,6.8,6.6,7,4.6,8.2,8.3,7.4,3.4,1.8,787.8,0.678319
2020,7,27,14,66.8,66.8,44.6,45.6,42.2,43.8,43.6,43.8,43.6,43.8,43.6,25.2,17.4,17.4,17.4,17.3,18.7,19.6,20.2,6.3,6.3,0.3,6.2,6.1,6.3,5.9,8,8,6.9,3.3,0.4,745.4,0.641812
2020,7,27,15,50.1,50.1,38.6,35.7,32.9,35.8,31.4,32.7,33.9,32.8,32.5,8.5,12.5,12.5,12.5,16.4,16.2,16.1,17,5.2,5.2,2.6,4.9,5.1,5.3,5,6.7,6.7,6,2.7,2.3,575.9,0.495867
2020,7,27,16,44.4,44.4,28.5,30.1,27.3,28.8,27.5,28.9,27.1,28.9,28.8,28,11.2,11.2,11.2,12.3,12.1,12.5,4.6,2,2,3,2.5,1,2.8,3.6,5,5,4.5,2,5.5,486.7,0.419063
2020,7,27,17,26,25.9,16.2,17,15.9,16.2,15.2,16.1,15.4,16.1,16,17.3,6.4,6.3,6.3,6.7,7,7,4.7,1.4,1.4,1.9,1.6,1.8,1.7,2.4,2.9,2.7,2.6,1.1,2.9,282.1,0.242897
2020,7,27,18,2.8,2.8,1.4,1.9,1.5,1.5,1.5,1.5,1.4,1.5,1.5,2.3,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,27.4,0.023592
2020,7,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,7,28,6,0.4,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0.1,4.8,0.004133
2020,7,28,7,16.8,16.8,10.8,10.6,10.7,10.8,10.8,10.6,10.8,10.6,10.7,9.3,4.5,4.5,4.5,4.5,4.5,4.6,4.1,1.7,1.7,1.4,1.7,1.7,1.8,1.4,1.9,1.9,1.7,0.8,2.2,190.4,0.163940
2020,7,28,8,34.6,34.7,22.6,22.6,22.5,22.8,22.4,22,22.4,22,21.8,22.2,8.9,8.9,8.9,9.2,9.1,9.4,9.7,3.4,3.4,3.3,3.4,3.4,3.5,3.5,4.1,4,3.5,1.7,4.7,398.6,0.343206
2020,7,28,9,49.3,49.3,32.8,34.1,32.9,33.9,33,31.9,32.7,32,32.2,32.9,13.5,13.5,13.5,13.8,13.3,13.7,13.9,5.1,5.1,5,5.1,5,5.2,5.2,6.2,6.2,5.4,2.6,6.8,585.1,0.503789
2020,7,28,10,61.3,61.4,41.1,42.5,41.5,42.2,41.2,40.1,39.6,40.2,40.8,35,16.6,16.6,16.7,17.2,17,17,11.8,6.2,6.2,6,6.3,6.1,6.4,6.3,7.4,7.7,6.9,3.2,8.3,716.8,0.617186
