Year,Month,Day,Period,1,2,3,,,
2024,7,26,8,51.687,51.733,43.643,,,
2024,7,26,9,56.626,58.314,48.200,,,
2024,7,26,10,61.576,63.415,52.136,,,
2024,7,26,11,65.870,68.435,54.516,,,
2024,7,26,12,69.265,72.567,55.395,,,
2024,7,26,13,71.602,76.173,58.019,,,
2024,7,26,14,73.009,79.417,60.453,,,
2024,7,26,15,74.521,81.718,62.144,,,
2024,7,26,16,75.537,82.553,64.510,,,
2024,7,26,17,75.135,82.243,64.713,,,
2024,7,26,18,72.872,80.305,62.766,,,
2024,7,26,19,70.947,77.452,60.507,,,
2024,7,26,20,69.328,76.268,60.832,,,
2024,7,26,21,65.394,72.594,59.128,,,
2024,7,26,22,59.239,67.802,54.746,,,
2024,7,26,23,52.924,62.756,49.228,,,
2024,7,26,24,49.053,59.041,44.887,,,
2024,7,27,1,46.441,55.878,42.074,,,
2024,7,27,2,44.569,53.860,40.275,,,
2024,7,27,3,43.236,52.447,39.410,,,
2024,7,27,4,42.760,52.083,39.437,,,
2024,7,27,5,43.585,51.208,40.735,,,
2024,7,27,6,44.960,49.297,42.899,,,
2024,7,27,7,48.514,53.295,47.538,,,
2024,7,27,8,53.125,58.839,52.758,,,
2024,7,27,9,57.811,64.411,58.695,,,
2024,7,27,10,62.729,69.175,64.335,,,
2024,7,27,11,67.372,73.670,68.460,,,
2024,7,27,12,71.909,77.963,71.502,,,
2024,7,27,13,75.600,81.382,73.274,,,
2024,7,27,14,78.266,83.939,74.938,,,
2024,7,27,15,79.122,82.808,76.493,,,
2024,7,27,16,78.964,80.426,77.210,,,
2024,7,27,17,77.462,78.085,76.168,,,
2024,7,27,18,74.247,75.554,72.354,,,
2024,7,27,19,71.550,73.334,69.176,,,
2024,7,27,20,69.995,73.415,68.703,,,
2024,7,27,21,66.547,71.557,66.079,,,
2024,7,27,22,59.905,66.995,60.115,,,
2024,7,27,23,54.976,61.881,53.718,,,
2024,7,27,24,51.454,57.453,48.674,,,
2024,7,28,1,48.599,54.210,45.333,,,
2024,7,28,2,46.504,52.204,42.872,,,
2024,7,28,3,45.235,50.630,41.668,,,
2024,7,28,4,45.235,49.782,41.479,,,
2024,7,28,5,46.166,49.472,42.655,,,
2024,7,28,6,48.112,48.463,44.373,,,
2024,7,28,7,51.063,52.218,48.403,,,
2024,7,28,8,53.686,57.695,53.691,,,
2024,7,28,9,56.817,63.065,59.209,,,
2024,7,28,10,60.635,67.789,64.213,,,
2024,7,28,11,63.363,72.499,65.538,,,
2024,7,28,12,66.515,76.819,74.275,,,
2024,7,28,13,70.016,80.049,73.693,,,
2024,7,28,14,73.020,81.893,74.491,,,
2024,7,28,15,75.029,80.076,74.816,,,
2024,7,28,16,75.526,76.362,73.747,,,
2024,7,28,17,73.961,73.791,71.124,,,
2024,7,28,18,70.238,72.163,66.634,,,
2024,7,28,19,67.879,70.911,62.644,,,
2024,7,28,20,64.209,70.857,60.832,,,
2024,7,28,21,58.773,68.179,58.005,,,
2024,7,28,22,52.533,64.532,52.514,,,
2024,7,28,23,46.378,60.360,47.024,,,
2024,7,28,24,42.062,56.699,42.642,,,
2024,7,29,1,39.894,54.263,40.356,,,
2024,7,29,2,38.350,52.003,38.382,,,
2024,7,29,3,37.599,50.926,37.854,,,
2024,7,29,4,38.012,51.101,37.800,,,
2024,7,29,5,39.334,51.087,39.342,,,
2024,7,29,6,40.931,50.657,41.276,,,
2024,7,29,7,44.209,53.483,45.022,,,
2024,7,29,8,47.361,57.480,49.444,,,
2024,7,29,9,50.365,62.042,54.043,,,
2024,7,29,10,53.834,66.013,58.776,,,
2024,7,29,11,57.102,70.494,63.604,,,
2024,7,29,12,59.926,74.585,68.744,,,
2024,7,29,13,62.464,77.842,72.382,,,
2024,7,29,14,64.474,80.224,74.721,,,
2024,7,29,15,65.785,81.745,75.736,,,
2024,7,29,16,65.955,80.399,75.046,,,
2024,7,29,17,64.410,77.708,75.411,,,
2024,7,29,18,61.692,74.707,66.052,,,
2024,7,29,19,60.106,72.620,63.050,,,
2024,7,29,20,59.736,72.782,61.562,,,
2024,7,29,21,57.441,70.292,59.331,,,
2024,7,29,22,53.083,66.605,54.543,,,
2024,7,29,23,49.096,62.204,49.120,,,
2024,7,29,24,45.658,58.166,44.292,,,
2024,7,30,1,43.490,54.936,41.465,,,
2024,7,30,2,41.766,52.662,39.288,,,
2024,7,30,3,40.920,50.966,38.598,,,
2024,7,30,4,41.005,50.334,38.341,,,
2024,7,30,5,41.967,50.038,39.896,,,
2024,7,30,6,43.427,49.970,42.196,,,
2024,7,30,7,44.781,52.864,46.469,,,
2024,7,30,8,46.029,57.547,52.041,,,
2024,7,30,9,46.621,62.325,57.302,,,
2024,7,30,10,49.455,65.716,61.292,,,
2024,7,30,11,53.083,69.431,64.673,,,
2024,7,30,12,56.573,72.822,67.080,,,
2024,7,30,13,59.545,75.393,69.650,,,
2024,7,30,14,62.316,78.233,71.083,,,
2024,7,30,15,63.871,79.646,71.773,,,
2024,7,30,16,64.178,80.023,71.245,,,
2024,7,30,17,62.665,80.224,69.095,,,
2024,7,30,18,60.074,78.031,64.740,,,
2024,7,30,19,57.546,75.460,60.859,,,
2024,7,30,20,56.647,75.366,60.169,,,
2024,7,30,21,54.521,72.149,57.451,,,
2024,7,30,22,50.301,67.681,51.662,,,
2024,7,30,23,45.902,62.621,46.618,,,
2024,7,30,24,42.919,58.220,42.236,,,
2024,7,31,1,40.899,55.179,39.545,,,
2024,7,31,2,39.418,52.554,38.192,,,
2024,7,31,3,38.667,50.953,37.246,,,
2024,7,31,4,39.016,50.159,37.354,,,
2024,7,31,5,39.958,49.701,38.652,,,
2024,7,31,6,41.555,49.338,40.681,,,
2024,7,31,7,44.516,52.662,44.752,,,
2024,7,31,8,47.097,57.965,49.323,,,
2024,7,31,9,49.614,62.984,53.894,,,
2024,7,31,10,53.474,66.833,58.695,,,
2024,7,31,11,56.087,70.427,61.792,,,
2024,7,31,12,58.773,74.128,63.821,,,
2024,7,31,13,60.804,77.156,65.525,,,
2024,7,31,14,62.909,80.144,66.701,,,
2024,7,31,15,62.507,82.337,66.566,,,
2024,7,31,16,61.005,82.943,65.849,,,
2024,7,31,17,58.741,81.920,63.915,,,
2024,7,31,18,56.118,79.686,59.831,,,
2024,7,31,19,55.114,77.560,55.977,,,
2024,7,31,20,54.564,76.658,55.733,,,
2024,7,31,21,52.723,72.109,53.610,,,
2024,7,31,22,49.265,66.672,49.553,,,
2024,7,31,23,45.806,61.114,45.414,,,
2024,7,31,24,43.109,56.215,41.884,,,
2024,8,1,1,42.496,51.612,45.779,,,
2024,8,1,2,41.100,48.625,44.048,,,
2024,8,1,3,40.011,46.485,42.818,,,
2024,8,1,4,39.778,45.072,42.601,,,
2024,8,1,5,39.778,44.291,43.007,,,
2024,8,1,6,39.503,43.147,43.413,,,
2024,8,1,7,41.417,44.843,45.063,,,
2024,8,1,8,44.061,48.813,48.308,,,
2024,8,1,9,47.308,53.591,52.068,,,
2024,8,1,10,50.555,56.874,55.395,,,
2024,8,1,11,52.332,61.437,57.829,,,
2024,8,1,12,53.950,65.905,59.790,,,
2024,8,1,13,55.812,69.767,60.223,,,
2024,8,1,14,58.667,74.034,60.940,,,
2024,8,1,15,61.142,77.116,60.534,,,
2024,8,1,16,62.443,78.475,59.060,,,
2024,8,1,17,62.115,78.381,56.910,,,
2024,8,1,18,60.011,76.093,54.259,,,
2024,8,1,19,57.895,73.428,53.123,,,
2024,8,1,20,57.282,73.024,54.219,,,
2024,8,1,21,54.722,69.606,53.164,,,
2024,8,1,22,50.862,65.649,50.297,,,
2024,8,1,23,47.351,60.939,47.213,,,
2024,8,1,24,43.607,56.040,44.129,,,
2024,8,2,1,40.952,52.527,42.128,,,
2024,8,2,2,39.365,49.984,40.924,,,
2024,8,2,3,38.339,48.046,40.059,,,
2024,8,2,4,37.652,46.512,39.694,,,
2024,8,2,5,37.409,45.543,39.707,,,
2024,8,2,6,36.806,44.210,39.585,,,
2024,8,2,7,38.075,46.767,40.167,,,
2024,8,2,8,40.317,51.410,41.709,,,
2024,8,2,9,42.940,56.578,44.048,,,
2024,8,2,10,45.468,60.898,47.010,,,
2024,8,2,11,47.361,65.218,49.728,,,
2024,8,2,12,49.254,69.135,51.974,,,
2024,8,2,13,50.809,71.934,53.583,,,
2024,8,2,14,53.083,74.868,54.584,,,
2024,8,2,15,55.230,77.156,54.746,,,
2024,8,2,16,56.954,77.856,54.516,,,
2024,8,2,17,57.144,76.806,53.542,,,
2024,8,2,18,55.748,74.007,52.028,,,
2024,8,2,19,54.754,70.265,51.351,,,
2024,8,2,20,54.553,69.229,53.407,,,
2024,8,2,21,52.025,65.716,52.880,,,
2024,8,2,22,48.165,61.504,49.431,,,
2024,8,2,23,44.305,56.430,45.468,,,
2024,8,2,24,41.756,52.191,42.507,,,
2024,8,3,1,40.127,49.230,40.884,,,
2024,8,3,2,38.911,47.144,39.937,,,
2024,8,3,3,38.456,45.637,39.721,,,
2024,8,3,4,38.805,45.018,40.126,,,
2024,8,3,5,40.053,44.802,41.884,,,
2024,8,3,6,41.206,44.668,44.251,,,
2024,8,3,7,43.109,47.602,47.375,,,
2024,8,3,8,45.584,51.868,51.311,,,
2024,8,3,9,48.525,56.027,54.421,,,
2024,8,3,10,51.962,59.499,56.991,,,
2024,8,3,11,55.463,63.146,59.466,,,
2024,8,3,12,58.445,67.089,61.346,,,
2024,8,3,13,61.343,69.996,62.942,,,
2024,8,3,14,63.490,72.715,64.862,,,
2024,8,3,15,65.542,75.124,65.903,,,
2024,8,3,16,66.198,75.608,65.606,,,
2024,8,3,17,65.500,74.087,63.334,,,
2024,8,3,18,62.454,71.342,58.262,,,
2024,8,3,19,60.349,68.368,55.300,,,
2024,8,3,20,59.662,67.560,56.220,,,
2024,8,3,21,56.605,63.348,54.164,,,
2024,8,3,22,51.285,58.516,49.823,,,
2024,8,3,23,46.515,53.577,45.509,,,
2024,8,3,24,43.659,49.351,42.223,,,
2024,8,4,1,41.925,46.471,40.559,,,
2024,8,4,2,40.571,44.197,39.545,,,
2024,8,4,3,39.609,42.837,39.207,,,
2024,8,4,4,39.344,42.434,39.694,,,
2024,8,4,5,39.979,42.232,41.438,,,
2024,8,4,6,41.121,42.070,43.845,,,
2024,8,4,7,43.977,44.681,47.159,,,
2024,8,4,8,47.129,48.396,51.013,,,
2024,8,4,9,50.005,51.989,54.543,,,
2024,8,4,10,53.326,54.560,58.208,,,
2024,8,4,11,56.563,57.345,61.143,,,
2024,8,4,12,59.873,60.629,63.293,,,
2024,8,4,13,62.337,62.863,65.619,,,
2024,8,4,14,64.876,65.676,67.810,,,
2024,8,4,15,66.240,67.964,68.432,,,
2024,8,4,16,66.187,68.973,68.203,,,
2024,8,4,17,64.939,68.220,65.579,,,
2024,8,4,18,61.830,65.649,60.250,,,
2024,8,4,19,59.239,62.729,56.964,,,
2024,8,4,20,58.308,61.746,57.491,,,
2024,8,4,21,54.966,57.682,55.328,,,
2024,8,4,22,49.847,52.689,50.310,,,
2024,8,4,23,45.098,48.046,45.969,,,
2024,8,4,24,42.210,44.399,42.439,,,
2024,8,5,1,40.561,41.640,40.721,,,
2024,8,5,2,39.313,39.904,39.680,,,
2024,8,5,3,38.488,38.639,39.153,,,
2024,8,5,4,38.562,38.571,39.599,,,
2024,8,5,5,39.334,38.652,41.208,,,
2024,8,5,6,41.026,38.813,43.521,,,
2024,8,5,7,42.887,41.774,46.753,,,
2024,8,5,8,45.870,45.946,50.892,,,
2024,8,5,9,48.990,49.096,55.639,,,
2024,8,5,10,52.745,52.945,59.534,,,
2024,8,5,11,56.309,57.978,63.144,,,
2024,8,5,12,60.222,61.666,67.810,,,
2024,8,5,13,63.723,64.842,70.475,,,
2024,8,5,14,66.642,68.354,73.396,,,
2024,8,5,15,68.493,71.154,74.789,,,
2024,8,5,16,69.307,72.499,74.640,,,
2024,8,5,17,68.207,71.880,71.245,,,
2024,8,5,18,64.918,69.471,65.119,,,
2024,8,5,19,61.438,66.874,60.088,,,
2024,8,5,20,59.429,66.470,59.344,,,
2024,8,5,21,55.791,62.635,56.802,,,
2024,8,5,22,49.847,57.843,51.338,,,
2024,8,5,23,45.066,52.729,46.618,,,
2024,8,5,24,42.073,48.773,43.007,,,
2024,8,6,1,40.212,45.933,41.073,,,
2024,8,6,2,39.038,43.874,39.748,,,
2024,8,6,3,38.297,42.595,39.301,,,
2024,8,6,4,38.392,42.003,39.883,,,
2024,8,6,5,39.291,42.191,41.222,,,
2024,8,6,6,40.624,41.895,43.318,,,
2024,8,6,7,44.030,45.233,46.645,,,
2024,8,6,8,47.478,49.863,50.405,,,
2024,8,6,9,51.010,55.340,53.515,,,
2024,8,6,10,55.082,58.880,55.977,,,
2024,8,6,11,59.143,62.527,56.856,,,
2024,8,6,12,63.046,65.797,57.478,,,
2024,8,6,13,66.547,65.811,58.479,,,
2024,8,6,14,69.402,68.247,59.993,,,
2024,8,6,15,70.534,70.938,61.603,,,
2024,8,6,16,70.122,72.069,61.752,,,
2024,8,6,17,67.435,70.615,60.061,,,
2024,8,6,18,62.771,67.331,55.896,,,
2024,8,6,19,59.841,64.949,52.798,,,
2024,8,6,20,58.234,64.088,54.854,,,
2024,8,6,21,55.621,59.822,52.731,,,
2024,8,6,22,50.608,55.259,49.201,,,
2024,8,6,23,46.155,50.441,45.225,,,
2024,8,6,24,43.363,46.660,42.155,,,
2024,8,7,1,41.682,43.632,40.464,,,
2024,8,7,2,40.423,41.613,39.504,,,
2024,8,7,3,39.841,40.159,39.085,,,
2024,8,7,4,39.979,40.011,39.504,,,
2024,8,7,5,41.269,40.119,41.087,,,
2024,8,7,6,42.306,39.877,43.494,,,
2024,8,7,7,43.956,42.218,46.496,,,
2024,8,7,8,46.240,45.421,49.769,,,
2024,8,7,9,48.049,48.234,52.744,,,
2024,8,7,10,49.434,49.634,54.908,,,
2024,8,7,11,50.777,51.558,57.559,,,
2024,8,7,12,52.501,53.564,59.304,,,
2024,8,7,13,54.881,55.609,60.981,,,
2024,8,7,14,57.589,58.314,62.915,,,
2024,8,7,15,59.619,60.939,63.429,,,
2024,8,7,16,60.836,62.527,62.901,,,
2024,8,7,17,60.402,62.500,59.939,,,
2024,8,7,18,57.959,60.871,55.720,,,
2024,8,7,19,55.029,58.678,52.393,,,
2024,8,7,20,53.707,58.530,52.690,,,
2024,8,7,21,51.317,55.407,50.702,,,
2024,8,7,22,47.308,52.110,47.227,,,
2024,8,7,23,43.533,48.127,43.832,,,
2024,8,7,24,40.920,44.614,41.046,,,
2024,8,8,1,39.059,42.124,39.234,,,
2024,8,8,2,37.610,40.267,38.125,,,
2024,8,8,3,36.711,38.935,37.300,,,
2024,8,8,4,36.161,38.100,37.192,,,
2024,8,8,5,35.970,37.696,37.381,,,
2024,8,8,6,36.087,36.687,37.259,,,
2024,8,8,7,38.625,39.244,38.557,,,
2024,8,8,8,42.221,43.632,41.303,,,
2024,8,8,9,46.346,48.328,44.630,,,
2024,8,8,10,50.418,51.706,47.281,,,
2024,8,8,11,54.172,55.031,49.769,,,
2024,8,8,12,57.578,58.355,51.257,,,
2024,8,8,13,60.508,60.737,54.205,,,
2024,8,8,14,63.067,63.536,53.137,,,
2024,8,8,15,65.024,65.636,53.840,,,
2024,8,8,16,65.807,66.726,53.813,,,
2024,8,8,17,65.341,66.605,52.501,,,
2024,8,8,18,62.136,64.384,50.621,,,
2024,8,8,19,58.551,61.531,48.904,,,
2024,8,8,20,56.457,60.481,50.040,,,
2024,8,8,21,52.036,57.251,48.376,,,
2024,8,8,22,47.827,53.443,45.387,,,
2024,8,8,23,43.607,49.244,42.480,,,
2024,8,8,24,40.783,45.220,39.869,,,
2024,8,9,1,38.773,42.447,38.057,,,
2024,8,9,2,37.197,40.388,37.029,,,
2024,8,9,3,36.425,38.706,36.461,,,
2024,8,9,4,35.791,37.629,36.312,,,
2024,8,9,5,35.336,37.024,36.191,,,
2024,8,9,6,35.241,35.785,35.812,,,
2024,8,9,7,37.440,37.912,36.380,,,
2024,8,9,8,41.185,41.613,38.179,,,
2024,8,9,9,45.563,46.485,40.356,,,
2024,8,9,10,50.069,50.791,42.412,,,
2024,8,9,11,54.902,55.596,44.265,,,
2024,8,9,12,59.693,59.983,45.806,,,
2024,8,9,13,64.051,63.644,46.915,,,
2024,8,9,14,67.647,67.089,48.173,,,
2024,8,9,15,70.746,69.956,49.363,,,
2024,8,9,16,72.470,71.396,49.837,,,
2024,8,9,17,72.374,71.194,49.309,,,
2024,8,9,18,69.254,68.771,47.605,,,
2024,8,9,19,65.722,65.649,46.307,,,
2024,8,9,20,63.046,64.223,48.051,,,
2024,8,9,21,58.001,60.656,47.240,,,
2024,8,9,22,52.152,55.596,44.359,,,
2024,8,9,23,46.949,50.697,41.276,,,
2024,8,9,24,43.882,46.498,39.071,,,
2024,8,10,1,41.756,43.309,37.692,,,
2024,8,10,2,40.275,41.209,37.124,,,
2024,8,10,3,39.503,39.796,37.070,,,
2024,8,10,4,39.788,39.581,37.597,,,
2024,8,10,5,41.259,39.608,39.207,,,
2024,8,10,6,43.247,39.433,41.303,,,
2024,8,10,7,47.308,42.313,44.373,,,
2024,8,10,8,51.898,46.794,47.673,,,
2024,8,10,9,56.742,51.774,50.337,,,
2024,8,10,10,62.285,56.376,52.501,,,
2024,8,10,11,67.277,61.060,54.191,,,
2024,8,10,12,71.475,65.393,56.207,,,
2024,8,10,13,75.325,68.260,58.289,,,
2024,8,10,14,78.794,71.059,60.710,,,
2024,8,10,15,81.174,73.011,61.900,,,
2024,8,10,16,82.200,73.805,62.482,,,
2024,8,10,17,80.635,73.253,60.913,,,
2024,8,10,18,76.034,70.683,56.680,,,
2024,8,10,19,72.374,67.708,53.664,,,
2024,8,10,20,70.101,65.151,54.638,,,
2024,8,10,21,65.955,59.741,51.838,,,
2024,8,10,22,59.016,54.075,47.565,,,
2024,8,10,23,53.168,49.163,43.440,,,
2024,8,10,24,49.265,45.098,40.464,,,
2024,8,11,1,46.399,42.434,38.774,,,
2024,8,11,2,44.463,40.550,37.665,,,
2024,8,11,3,43.131,39.110,37.246,,,
2024,8,11,4,42.676,38.679,37.476,,,
2024,8,11,5,43.607,38.652,38.639,,,
2024,8,11,6,44.886,38.410,40.532,,,
2024,8,11,7,47.552,41.115,43.561,,,
2024,8,11,8,51.317,45.327,47.754,,,
2024,8,11,9,55.748,50.024,51.717,,,
2024,8,11,10,60.836,54.586,55.814,,,
2024,8,11,11,66.124,59.485,59.182,,,
2024,8,11,12,71.253,65.165,62.347,,,
2024,8,11,13,75.590,69.633,66.864,,,
2024,8,11,14,79.101,73.751,68.798,,,
2024,8,11,15,81.428,76.806,70.961,,,
2024,8,11,16,81.396,78.273,71.300,,,
2024,8,11,17,77.980,78.071,68.365,,,
2024,8,11,18,73.517,76.147,62.874,,,
2024,8,11,19,70.777,73.388,58.763,,,
2024,8,11,20,68.387,71.894,58.654,,,
2024,8,11,21,64.146,66.376,55.368,,,
2024,8,11,22,57.705,60.306,49.999,,,
2024,8,11,23,52.586,54.479,45.279,,,
2024,8,11,24,48.895,49.984,41.749,,,
2024,8,12,1,46.314,46.485,39.748,,,
2024,8,12,2,44.347,44.251,38.517,,,
2024,8,12,3,43.014,42.986,38.138,,,
2024,8,12,4,42.983,42.582,38.219,,,
2024,8,12,5,43.903,42.689,39.599,,,
2024,8,12,6,45.383,42.407,41.357,,,
2024,8,12,7,47.425,45.125,44.670,,,
2024,8,12,8,49.223,49.553,49.363,,,
2024,8,12,9,51.486,54.681,54.043,,,
2024,8,12,10,55.886,59.445,58.857,,,
2024,8,12,11,60.201,64.505,63.456,,,
2024,8,12,12,64.379,69.458,64.145,,,
2024,8,12,13,67.393,73.468,72.760,,,
2024,8,12,14,70.206,77.748,77.331,,,
2024,8,12,15,72.491,80.009,82.241,,,
2024,8,12,16,72.850,80.453,78.021,,,
2024,8,12,17,68.186,79.054,75.654,,,
2024,8,12,18,63.025,75.931,67.364,,,
2024,8,12,19,61.512,73.186,65.498,,,
2024,8,12,20,59.863,72.432,65.106,,,
2024,8,12,21,56.594,67.950,60.534,,,
2024,8,12,22,51.253,62.958,54.611,,,
2024,8,12,23,45.880,57.615,48.633,,,
2024,8,12,24,43.078,52.797,44.522,,,
2024,8,13,1,41.460,49.432,42.087,,,
2024,8,13,2,40.243,47.131,40.478,,,
2024,8,13,3,39.841,45.569,39.869,,,
2024,8,13,4,40.032,45.098,40.207,,,
2024,8,13,5,41.333,45.112,41.641,,,
2024,8,13,6,42.877,44.964,43.561,,,
2024,8,13,7,46.155,47.952,46.807,,,
2024,8,13,8,49.815,52.877,52.812,,,
2024,8,13,9,53.358,57.453,58.195,,,
2024,8,13,10,57.874,61.787,63.104,,,
2024,8,13,11,62.380,66.201,67.594,,,
2024,8,13,12,66.949,71.073,72.422,,,
2024,8,13,13,71.084,74.370,77.047,,,
2024,8,13,14,74.691,75.420,81.443,,,
2024,8,13,15,77.240,75.999,83.877,,,
2024,8,13,16,77.271,76.483,83.471,,,
2024,8,13,17,73.464,75.877,79.211,,,
2024,8,13,18,67.626,73.388,70.596,,,
2024,8,13,19,64.876,71.678,65.701,,,
2024,8,13,20,61.237,72.069,64.673,,,
2024,8,13,21,56.711,68.152,60.751,,,
2024,8,13,22,51.052,63.523,54.381,,,
2024,8,13,23,46.610,58.314,48.917,,,
2024,8,13,24,43.924,54.183,44.413,,,
2024,8,14,1,42.136,50.966,41.844,,,
2024,8,14,2,40.677,48.234,40.491,,,
2024,8,14,3,39.989,46.404,39.653,,,
2024,8,14,4,40.085,45.906,39.775,,,
2024,8,14,5,41.174,46.081,41.019,,,
2024,8,14,6,42.634,45.502,43.156,,,
2024,8,14,7,45.944,48.100,46.266,,,
2024,8,14,8,49.466,53.120,50.648,,,
2024,8,14,9,52.956,57.978,55.571,,,
2024,8,14,10,57.197,62.635,60.156,,,
2024,8,14,11,64.432,66.860,64.402,,,
2024,8,14,12,64.633,71.194,67.553,,,
2024,8,14,13,66.600,74.330,71.448,,,
2024,8,14,14,69.223,77.398,74.599,,,
2024,8,14,15,71.486,78.731,76.628,,,
2024,8,14,16,71.666,79.161,75.587,,,
2024,8,14,17,69.910,77.560,71.638,,,
2024,8,14,18,66.938,74.384,64.470,,,
2024,8,14,19,63.057,71.557,59.182,,,
2024,8,14,20,60.730,69.848,59.182,,,
2024,8,14,21,57.017,65.528,55.517,,,
2024,8,14,22,51.549,61.154,50.865,,,
2024,8,14,23,45.880,56.282,46.699,,,
2024,8,14,24,42.284,52.003,41.844,,,
2024,8,15,1,39.810,48.490,42.047,,,
2024,8,15,2,38.519,45.812,39.477,,,
2024,8,15,3,37.684,44.089,38.787,,,
2024,8,15,4,37.451,43.093,38.679,,,
2024,8,15,5,37.419,42.582,39.261,,,
2024,8,15,6,37.165,41.478,39.180,,,
2024,8,15,7,39.831,43.632,40.248,,,
2024,8,15,8,42.803,43.241,43.142,,,
2024,8,15,9,49.001,52.716,46.794,,,
2024,8,15,10,51.116,56.874,50.351,,,
2024,8,15,11,54.077,60.562,53.380,,,
2024,8,15,12,57.187,63.873,55.192,,,
2024,8,15,13,59.831,66.161,56.842,,,
2024,8,15,14,62.094,69.391,58.506,,,
2024,8,15,15,63.702,71.234,59.398,,,
2024,8,15,16,64.072,72.163,59.277,,,
2024,8,15,17,63.659,70.884,57.180,,,
2024,8,15,18,60.846,67.681,51.554,,,
2024,8,15,19,58.879,64.801,49.472,,,
2024,8,15,20,56.827,63.186,50.973,,,
2024,8,15,21,53.242,59.028,48.917,,,
2024,8,15,22,49.318,55.071,46.347,,,
2024,8,15,23,45.383,50.912,43.277,,,
2024,8,15,24,42.856,47.050,40.721,,,
2024,8,16,1,41.047,44.291,39.112,,,
2024,8,16,2,39.693,41.990,38.003,,,
2024,8,16,3,38.688,40.415,37.462,,,
2024,8,16,4,38.191,39.365,37.327,,,
2024,8,16,5,37.916,38.760,37.516,,,
2024,8,16,6,37.567,37.145,37.259,,,
2024,8,16,7,39.429,39.204,37.462,,,
2024,8,16,8,42.856,43.389,39.017,,,
2024,8,16,9,47.097,47.925,41.222,,,
2024,8,16,10,51.687,52.823,43.778,,,
2024,8,16,11,55.918,57.843,46.212,,,
2024,8,16,12,59.461,63.079,48.024,,,
2024,8,16,13,62.380,66.470,49.810,,,
2024,8,16,14,65.140,68.812,51.906,,,
2024,8,16,15,67.404,69.767,52.934,,,
2024,8,16,16,68.588,71.032,53.475,,,
2024,8,16,17,67.393,70.615,52.569,,,
2024,8,16,18,64.315,68.852,50.702,,,
2024,8,16,19,62.422,66.833,49.106,,,
2024,8,16,20,61.047,65.999,50.783,,,
2024,8,16,21,56.468,61.625,49.201,,,
2024,8,16,22,50.947,56.928,45.644,,,
2024,8,16,23,46.441,51.841,42.155,,,
2024,8,16,24,43.575,48.207,39.788,,,
2024,8,17,1,41.819,45.812,38.328,,,
2024,8,17,2,40.434,44.224,37.611,,,
2024,8,17,3,39.672,42.878,37.489,,,
2024,8,17,4,39.852,42.286,38.003,,,
2024,8,17,5,40.899,42.636,39.518,,,
2024,8,17,6,42.983,42.366,41.655,,,
2024,8,17,7,46.092,45.300,43.927,,,
2024,8,17,8,49.413,50.347,47.227,,,
2024,8,17,9,53.072,50.361,50.608,,,
2024,8,17,10,57.060,60.723,53.786,,,
2024,8,17,11,61.481,65.838,55.990,,,
2024,8,17,12,65.394,70.090,58.682,,,
2024,8,17,13,68.916,73.065,60.413,,,
2024,8,17,14,71.909,75.420,62.428,,,
2024,8,17,15,73.644,77.183,63.293,,,
2024,8,17,16,73.686,77.008,62.874,,,
2024,8,17,17,67.858,76.120,60.724,,,
2024,8,17,18,61.015,73.832,55.990,,,
2024,8,17,19,58.868,71.759,52.812,,,
2024,8,17,20,56.457,70.158,53.610,,,
2024,8,17,21,53.284,64.734,50.824,,,
2024,8,17,22,48.165,59.620,46.429,,,
2024,8,17,23,43.903,54.519,42.764,,,
2024,8,17,24,41.523,49.916,39.666,,,
2024,8,18,1,39.968,46.767,38.287,,,
2024,8,18,2,38.953,44.170,37.381,,,
2024,8,18,3,38.382,42.595,36.908,,,
2024,8,18,4,38.498,41.828,37.516,,,
2024,8,18,5,39.979,42.151,38.963,,,
2024,8,18,6,42.031,42.043,41.019,,,
2024,8,18,7,43.723,44.681,43.778,,,
2024,8,18,8,45.531,49.082,46.970,,,
2024,8,18,9,47.266,53.375,49.931,,,
2024,8,18,10,49.276,57.601,52.690,,,
2024,8,18,11,51.528,62.029,55.355,,,
2024,8,18,12,54.437,66.066,57.059,,,
2024,8,18,13,57.980,69.242,58.682,,,
2024,8,18,14,61.121,72.499,60.129,,,
2024,8,18,15,63.765,74.639,61.129,,,
2024,8,18,16,65.331,75.756,60.886,,,
2024,8,18,17,64.707,74.868,58.479,,,
2024,8,18,18,61.661,71.813,54.300,,,
2024,8,18,19,60.148,69.350,52.176,,,
2024,8,18,20,58.678,67.493,53.353,,,
2024,8,18,21,55.431,62.365,50.919,,,
2024,8,18,22,49.836,56.834,46.469,,,
2024,8,18,23,45.500,51.895,42.709,,,
2024,8,18,24,42.496,47.871,39.964,,,
2024,8,19,1,40.635,45.031,38.503,,,
2024,8,19,2,39.323,43.107,37.489,,,
2024,8,19,3,38.805,41.519,37.246,,,
2024,8,19,4,38.953,40.967,37.624,,,
2024,8,19,5,40.328,41.155,39.031,,,
2024,8,19,6,42.327,41.021,41.127,,,
2024,8,19,7,45.108,43.685,43.913,,,
2024,8,19,8,47.541,47.965,46.888,,,
2024,8,19,9,50.999,52.406,49.945,,,
2024,8,19,10,54.479,56.874,52.528,,,
2024,8,19,11,57.737,61.464,55.179,,,
2024,8,19,12,60.719,65.407,56.639,,,
2024,8,19,13,64.009,68.475,58.884,,,
