Year,Month,Day,Period,313_rtpv_3,118_rtpv,118_rtpv_6,313_rtpv_9,320_rtpv,118_rtpv_8,313_rtpv_12,313_rtpv,313_rtpv_6,313_rtpv_11,320_rtpv_2,313_rtpv_2,320_rtpv_4,313_rtpv_10,213_rtpv,313_rtpv_7,308_rtpv,313_rtpv_5,313_rtpv_13,118_rtpv_7,320_rtpv_3,118_rtpv_4,320_rtpv_5,118_rtpv_3,118_rtpv_5,118_rtpv_2,313_rtpv_4,118_rtpv_10,320_rtpv_6,313_rtpv_8,118_rtpv_9
2024,7,29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,6,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.4,0.3,0.2,0.1,0.3,0.1,0.2,0.1,0.2,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.3,0.0
2024,7,29,7,10.4,1.5,1.6,9.8,4.6,1.7,4.6,16.9,10.8,9.4,4.6,11.0,4.2,9.9,2.3,9.8,16.9,10.5,4.0,1.7,4.1,1.5,4.1,1.5,1.6,1.5,10.7,0.7,1.5,10.9,1.6
2024,7,29,8,22.8,3.2,3.3,22.3,9.4,4.0,9.4,35.2,22.2,24.2,9.4,23.0,10.0,23.0,4.9,22.3,35.1,22.6,9.7,4.0,9.5,3.1,10.1,3.5,3.0,3.2,22.6,1.6,3.5,22.2,3.3
2024,7,29,9,35.2,4.5,5.1,34.7,14.2,6.1,14.2,53.2,32.7,37.7,14.2,34.9,15.2,35.2,7.0,34.7,53.0,33.7,14.9,6.1,14.4,4.8,15.5,5.3,5.0,4.5,33.6,2.5,5.3,33.5,5.2
2024,7,29,10,44.3,5.9,6.4,42.9,18.0,7.5,18.0,66.1,42.0,45.4,18.1,43.5,18.5,43.2,8.5,42.9,66.1,42.0,18.3,7.5,18.2,6.2,19.0,6.2,6.2,5.9,42.5,3.1,6.1,42.8,6.5
2024,7,29,11,50.8,6.8,7.2,47.7,19.3,8.5,19.3,76.9,45.8,50.8,19.3,50.1,20.9,49.0,9.4,47.7,76.8,48.5,20.4,8.5,19.3,7.1,21.2,6.8,6.9,6.8,49.4,3.5,6.3,46.5,7.4
2024,7,29,12,54.1,7.3,7.5,50.6,21.0,8.8,21.0,77.9,50.8,52.6,21.0,53.2,21.9,51.2,9.7,50.6,77.9,51.7,21.6,8.8,21.0,7.3,22.6,7.1,7.3,7.3,52.7,3.6,6.4,51.4,7.7
2024,7,29,13,53.9,7.2,7.4,51.4,21.4,8.6,21.4,80.6,51.1,53.1,21.4,53.0,21.9,51.5,9.4,51.4,80.6,51.6,21.9,8.6,21.3,7.2,23.0,6.7,7.2,7.2,52.4,3.5,7.5,51.6,7.5
2024,7,29,14,49.5,6.8,7.0,48.6,20.3,7.9,20.3,76.7,47.6,49.9,20.3,49.5,20.8,48.6,8.8,48.6,76.7,48.2,20.3,8.1,19.3,6.8,21.5,4.9,6.7,6.8,48.3,3.3,7.1,48.0,6.8
2024,7,29,15,42.4,5.5,5.7,42.2,17.1,6.9,17.1,66.0,41.2,44.4,17.1,43.2,17.9,41.9,7.5,42.2,66.0,42.1,17.6,7.1,17.2,5.5,18.6,5.9,5.5,5.5,41.8,2.9,6.0,41.5,6.1
2024,7,29,16,30.6,3.9,4.1,20.0,10.7,5.0,10.7,47.7,27.3,0.5,10.7,31.0,12.8,20.0,5.5,20.0,47.8,28.0,13.0,5.1,10.3,4.0,13.1,2.9,4.1,3.9,29.5,2.1,3.8,25.6,4.4
2024,7,29,17,17.0,1.9,2.1,11.1,6.3,2.8,6.3,26.7,15.7,0.1,6.3,16.9,6.7,11.1,2.9,11.1,26.7,16.0,7.3,2.9,1.4,2.0,7.4,0.1,2.1,2.0,16.6,1.2,1.4,13.8,2.4
2024,7,29,18,1.9,0.1,0.1,1.2,0.4,0.2,0.4,2.8,1.3,0.9,0.4,1.3,0.6,1.2,0.1,1.2,2.9,1.3,0.6,0.2,0.4,0.1,0.7,0.1,0.0,0.1,1.6,0.1,0.1,1.2,0.2
2024,7,29,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,29,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,6,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0
2024,7,30,7,10.2,0.1,1.6,10.7,4.5,1.8,4.5,16.7,10.5,9.3,4.5,10.6,4.6,10.7,2.2,10.7,16.7,10.3,4.5,1.4,4.6,1.5,4.1,1.6,1.6,0.1,10.2,0.7,1.5,10.8,0.1
2024,7,30,8,21.5,1.4,2.9,22.0,9.5,2.9,9.4,35.3,22.4,23.9,9.5,21.0,9.8,22.9,4.8,22.0,35.2,21.5,9.1,0.1,9.7,2.7,9.9,3.0,3.2,1.4,21.7,1.2,2.9,23.2,1.3
2024,7,30,9,34.0,4.2,4.3,34.7,14.6,4.5,14.6,53.3,34.2,36.8,14.6,33.1,15.0,35.4,7.0,34.7,53.2,33.0,14.1,1.9,14.9,4.3,15.1,3.1,4.7,4.2,34.5,1.8,3.8,35.0,2.6
2024,7,30,10,43.6,5.9,5.8,43.6,18.2,5.8,18.2,67.2,43.2,44.1,18.2,43.9,18.5,43.8,8.2,43.6,67.1,43.4,17.0,4.6,15.6,5.7,17.5,2.1,5.8,5.9,43.8,2.4,4.1,43.9,3.9
2024,7,30,11,49.5,6.7,7.0,48.8,13.3,7.3,13.3,76.8,47.1,44.1,13.3,49.3,20.7,49.7,9.2,48.8,76.7,48.9,19.5,6.5,12.2,6.8,17.8,2.9,6.5,6.7,49.1,3.0,3.9,49.2,4.9
2024,7,30,12,52.5,6.9,7.4,51.2,19.5,7.8,19.5,80.8,49.8,43.2,19.5,47.8,19.9,50.5,9.7,51.2,80.8,50.7,16.1,6.9,8.7,7.1,13.5,1.5,7.0,6.9,50.8,3.2,4.6,50.6,4.5
2024,7,30,13,50.7,6.7,7.0,49.4,17.8,8.1,17.8,80.1,47.3,43.3,17.8,48.4,16.0,49.4,9.5,49.4,80.1,48.1,16.1,7.5,1.9,6.8,3.5,5.3,6.7,6.7,50.1,3.3,6.0,49.3,6.5
2024,7,30,14,45.3,6.1,6.4,38.2,18.1,7.7,18.1,74.1,35.6,37.1,18.1,46.1,5.0,37.8,8.9,38.2,74.1,40.5,14.1,7.6,14.5,6.2,3.6,4.8,6.1,6.2,44.1,3.2,5.7,40.0,5.9
2024,7,30,15,39.2,5.6,5.8,29.0,3.7,6.0,3.7,62.6,29.1,36.3,3.7,39.5,12.4,28.9,7.5,29.0,62.6,32.9,14.9,6.4,7.6,5.5,15.3,4.0,5.2,5.6,36.6,2.5,4.1,30.1,5.4
2024,7,30,16,31.5,3.9,4.0,31.4,13.1,4.5,13.1,49.0,30.2,34.1,13.1,31.5,13.3,31.4,5.5,31.4,49.1,30.7,13.1,4.6,12.7,3.9,13.6,4.3,4.2,3.9,30.7,1.9,4.8,30.5,4.4
2024,7,30,17,17.6,2.0,2.1,17.6,7.1,2.3,7.1,27.6,16.6,19.1,7.1,17.4,7.5,17.6,3.0,17.6,27.6,17.0,7.4,2.2,7.2,2.1,7.8,2.4,2.2,2.0,17.1,1.0,2.7,16.8,2.3
2024,7,30,18,1.9,0.1,0.1,1.6,0.5,0.1,0.5,2.9,1.4,1.9,0.5,1.4,0.7,1.6,0.1,1.6,2.9,1.4,0.7,0.0,0.5,0.1,0.8,0.1,0.1,0.1,1.6,0.0,0.2,1.4,0.1
2024,7,30,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,30,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,6,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,7,0.1,1.7,1.7,9.7,4.5,0.0,4.5,0.1,0.1,9.2,4.5,0.6,4.0,9.7,2.2,9.6,0.1,0.1,4.5,0.0,4.4,1.7,4.1,1.4,1.5,1.7,0.1,0.0,1.5,0.1,0.0
2024,7,31,8,0.6,3.4,3.5,19.2,9.6,0.1,9.5,1.0,0.7,23.3,9.6,7.1,9.0,19.6,4.9,19.2,1.0,0.6,9.4,0.1,9.4,3.5,10.0,3.5,3.5,3.4,0.5,0.1,3.5,0.8,0.1
2024,7,31,9,1.9,5.0,5.2,31.5,14.7,0.4,14.7,2.9,1.9,37.5,14.7,8.2,14.6,32.4,7.1,31.4,2.9,2.3,14.7,0.3,14.9,5.1,15.8,5.2,5.2,5.0,2.3,0.2,5.3,15.6,0.3
2024,7,31,10,5.0,6.1,6.2,42.2,18.5,1.0,18.5,33.8,11.6,47.0,18.5,8.2,18.7,43.0,8.4,42.2,33.8,4.8,18.6,0.7,19.0,6.2,19.8,6.3,6.3,6.1,5.1,0.4,6.4,38.6,0.6
2024,7,31,11,10.6,6.9,7.1,49.2,21.4,1.2,21.4,63.3,16.3,52.8,21.4,24.7,21.2,49.4,9.5,49.2,63.2,6.7,20.9,1.1,21.6,7.0,21.8,6.9,6.9,6.9,15.5,0.5,7.0,47.4,0.9
2024,7,31,12,47.4,7.0,7.3,53.3,22.8,1.2,22.8,77.8,42.9,56.1,22.9,30.5,22.8,53.6,9.7,53.3,77.8,29.7,21.8,1.2,23.2,7.2,23.0,7.0,7.0,7.0,37.1,0.5,7.0,50.4,1.1
2024,7,31,13,48.6,6.9,7.2,52.6,22.7,0.9,22.7,79.9,46.4,55.6,22.7,40.4,22.7,53.5,9.7,52.6,79.9,35.9,21.8,1.9,22.9,7.1,23.1,7.1,7.1,6.9,45.5,0.4,6.7,50.3,1.0
2024,7,31,14,44.6,6.4,6.7,48.5,20.6,0.7,20.6,76.0,44.5,50.2,20.6,38.5,20.9,49.0,8.9,48.5,76.0,37.9,19.7,1.8,21.0,6.6,21.0,6.8,6.8,6.4,45.1,0.3,6.9,47.0,0.7
2024,7,31,15,37.6,5.5,5.7,41.6,17.2,0.4,17.2,64.8,37.8,42.0,17.2,26.6,17.8,41.8,7.5,41.6,64.9,30.6,17.0,1.4,17.7,5.6,18.1,5.5,5.7,5.5,38.7,0.2,5.7,40.3,0.3
2024,7,31,16,8.5,3.6,3.8,16.2,4.9,1.5,4.9,39.3,3.1,27.1,4.9,0.9,12.1,16.3,5.4,16.2,39.4,12.4,7.2,2.8,8.5,3.9,12.9,4.4,4.1,3.6,17.1,0.6,4.4,0.5,1.4
2024,7,31,17,7.2,2.0,2.0,4.5,2.5,0.3,2.5,22.8,6.4,16.3,2.5,0.1,6.0,4.6,2.8,4.5,22.9,6.2,4.8,1.5,1.2,2.0,5.7,2.4,2.2,2.0,11.6,0.1,2.6,0.1,0.4
2024,7,31,18,0.4,0.1,0.1,0.0,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.4,0.0,0.1,0.0,1.3,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.2,0.0,0.0
2024,7,31,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,31,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,7,0.1,1.5,1.5,0.1,0.0,0.0,0.0,0.1,0.1,10.6,0.0,0.1,0.0,0.1,2.3,0.1,0.1,0.0,0.0,0.0,0.0,1.6,4.4,1.6,1.6,1.5,0.0,0.0,1.5,0.0,0.0
2024,8,1,8,0.4,2.9,2.8,0.5,0.3,0.1,0.3,0.7,0.5,22.3,0.3,0.5,0.3,0.5,4.9,0.5,0.7,0.5,0.3,0.1,0.3,3.0,8.8,3.2,3.1,2.9,0.4,0.0,3.2,0.6,0.1
2024,8,1,9,1.7,4.0,4.1,2.2,0.7,0.3,0.7,2.3,1.5,33.0,0.7,2.2,0.9,2.2,7.1,2.2,2.3,1.5,1.1,0.3,0.9,4.6,11.8,4.4,4.3,4.0,1.3,0.1,4.4,1.5,0.3
2024,8,1,10,3.4,5.3,5.3,3.7,1.6,0.7,1.6,5.4,3.5,39.3,1.6,3.4,2.3,3.8,8.0,3.7,5.4,3.4,1.5,0.6,2.2,5.4,15.9,5.7,5.5,5.3,3.0,0.3,3.5,3.3,0.6
2024,8,1,11,5.1,6.4,6.3,17.7,9.3,1.0,9.3,9.6,4.7,45.9,9.3,5.4,2.9,17.8,8.9,17.7,9.6,5.0,2.3,1.2,6.5,6.5,17.8,6.8,6.3,6.4,4.9,0.4,5.1,4.7,0.9
2024,8,1,12,7.2,6.8,6.7,24.1,8.7,1.2,8.7,9.6,6.7,50.6,8.7,6.0,16.3,24.3,9.4,24.1,9.6,6.8,2.9,1.2,18.6,6.9,19.6,7.0,7.0,6.8,6.6,0.5,5.1,5.6,1.1
2024,8,1,13,17.6,6.7,6.0,37.1,16.9,1.2,16.9,8.0,10.6,48.0,16.9,4.9,19.6,37.2,9.7,37.1,8.0,8.6,15.4,2.4,18.3,6.7,20.3,6.7,6.8,6.7,5.0,0.5,5.4,16.3,0.9
2024,8,1,14,9.4,6.0,5.8,40.7,15.9,0.8,15.9,9.0,8.7,43.2,15.9,4.1,19.4,40.7,8.8,40.7,9.0,3.1,13.8,2.0,15.8,5.9,17.9,4.4,6.4,6.0,3.6,0.3,4.1,15.9,0.5
2024,8,1,15,15.0,5.4,4.9,29.6,13.9,0.4,13.9,12.0,1.5,35.7,13.9,1.8,16.4,29.9,6.5,29.6,12.0,3.3,10.7,1.4,13.2,5.2,13.8,3.5,5.1,5.4,2.7,0.1,5.8,17.3,0.3
2024,8,1,16,0.5,3.8,4.0,0.4,0.5,1.9,0.5,4.8,0.4,16.5,0.5,0.4,4.1,0.4,5.5,0.4,4.8,12.3,0.2,1.6,0.2,4.0,4.1,4.3,4.3,3.8,0.6,0.8,4.7,0.5,0.4
2024,8,1,17,0.0,2.1,2.1,0.2,0.0,0.1,0.0,1.9,0.0,10.7,0.0,0.4,0.2,0.2,2.9,0.2,1.9,7.0,0.0,1.0,0.0,2.1,0.7,2.5,2.3,2.1,0.0,0.0,2.7,0.0,0.1
2024,8,1,18,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0
2024,8,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2,7,0.0,1.7,1.7,0.1,0.0,0.0,0.0,0.1,0.1,9.6,0.0,0.1,0.0,0.1,2.2,0.1,0.1,0.0,0.0,0.0,0.0,1.7,3.9,1.4,1.7,1.7,0.1,0.0,1.4,0.0,0.0
2024,8,2,8,0.4,3.4,3.5,0.4,0.2,0.1,0.2,0.6,0.5,23.9,0.2,0.6,0.2,0.4,4.7,0.4,0.6,0.4,0.2,0.1,0.2,3.5,7.6,3.5,3.5,3.4,0.4,0.0,3.5,0.4,0.1
