Year,Month,Day,Period,309_wind,122_wind,303_wind,317_wind
2024,6,24,24,6.4,0.0,648.3,10.4
2024,6,25,1,36.1,6.0,530.5,20.8
2024,6,25,2,31.4,5.4,279.2,30.4
2024,6,25,3,9.3,3.4,90.3,31.1
2024,6,25,4,1.0,1.3,12.7,143.8
2024,6,25,5,0.0,0.3,0.0,256.6
2024,6,25,6,0.0,0.0,0.0,242.5
2024,6,25,7,7.5,0.0,0.0,214.9
2024,6,25,8,6.8,0.0,0.0,137.4
2024,6,25,9,3.9,0.0,0.0,109.6
2024,6,25,10,6.0,0.0,0.7,82.2
2024,6,25,11,3.0,5.2,3.2,55.7
2024,6,25,12,0.9,6.7,3.8,40.4
2024,6,25,13,6.2,2.8,9.3,40.6
2024,6,25,14,12.1,9.4,9.5,52.9
2024,6,25,15,8.6,32.6,10.2,89.0
2024,6,25,16,4.7,96.4,14.9,154.9
2024,6,25,17,3.7,206.4,28.3,189.9
2024,6,25,18,0.0,23.1,38.9,58.0
2024,6,25,19,0.0,37.3,53.8,38.9
2024,6,25,20,0.0,41.5,52.7,60.2
2024,6,25,21,2.3,61.4,29.0,80.1
2024,6,25,22,7.8,111.9,81.0,92.7
2024,6,25,23,10.1,53.3,628.3,63.1
2024,6,25,24,72.5,113.2,723.4,76.5
2024,6,26,1,58.8,163.0,539.7,93.3
2024,6,26,2,38.2,81.6,162.2,57.0
2024,6,26,3,22.5,47.4,20.2,153.7
2024,6,26,4,19.1,18.5,10.1,212.3
2024,6,26,5,8.0,9.0,4.8,262.5
2024,6,26,6,4.1,1.8,8.4,253.7
2024,6,26,7,1.7,16.3,4.0,255.3
2024,6,26,8,3.1,7.2,7.7,135.5
2024,6,26,9,1.3,1.5,0.5,32.9
2024,6,26,10,0.8,16.3,0.0,8.0
2024,6,26,11,0.5,1.5,0.0,29.9
2024,6,26,12,0.0,11.2,0.0,44.4
2024,6,26,13,0.0,15.4,0.0,53.2
2024,6,26,14,0.0,18.3,0.0,42.7
2024,6,26,15,0.0,23.5,0.0,20.0
2024,6,26,16,0.4,33.7,0.0,15.8
2024,6,26,17,0.4,34.9,0.0,19.4
2024,6,26,18,1.0,0.1,0.7,0.0
2024,6,26,19,0.8,9.4,0.2,0.0
2024,6,26,20,0.0,1.9,6.7,0.0
2024,6,26,21,0.0,0.4,1.6,0.0
2024,6,26,22,0.0,0.6,0.0,0.0
2024,6,26,23,0.0,0.0,0.4,0.0
2024,6,26,24,0.0,0.0,10.6,0.0
2024,6,27,1,0.0,0.0,48.9,0.2
2024,6,27,2,0.0,0.0,81.9,0.0
2024,6,27,3,0.0,0.0,60.8,0.4
2024,6,27,4,1.1,0.0,48.2,0.0
2024,6,27,5,8.1,10.5,48.2,0.1
2024,6,27,6,4.9,12.9,40.6,6.6
2024,6,27,7,4.9,4.5,31.2,16.2
2024,6,27,8,7.9,5.0,27.2,13.9
2024,6,27,9,1.0,0.0,24.1,10.1
2024,6,27,10,0.7,0.0,13.2,13.5
2024,6,27,11,2.0,5.6,14.2,19.6
2024,6,27,12,2.1,14.3,21.8,27.9
2024,6,27,13,2.1,10.7,27.2,10.0
2024,6,27,14,2.3,18.2,27.8,7.1
2024,6,27,15,1.8,15.6,34.2,2.6
2024,6,27,16,2.4,3.2,52.9,0.0
2024,6,27,17,10.2,0.0,106.7,11.1
2024,6,27,18,4.7,1.2,107.8,8.8
2024,6,27,19,6.4,2.2,100.7,5.5
2024,6,27,20,13.7,0.6,123.0,0.1
2024,6,27,21,13.2,0.2,109.4,0.5
2024,6,27,22,13.7,5.7,137.8,13.3
2024,6,27,23,15.0,0.6,171.3,6.6
2024,6,27,24,12.7,1.5,168.6,6.6
2024,6,28,1,12.2,11.7,129.2,12.0
2024,6,28,2,20.9,11.4,137.0,24.0
2024,6,28,3,23.2,15.6,256.6,35.5
2024,6,28,4,13.4,11.3,252.1,29.2
2024,6,28,5,5.7,6.8,240.2,19.3
2024,6,28,6,20.2,1.2,201.7,9.8
2024,6,28,7,31.4,0.1,187.8,0.0
2024,6,28,8,31.3,0.6,182.8,0.0
2024,6,28,9,12.0,0.0,167.8,0.0
2024,6,28,10,7.0,0.0,158.9,0.0
2024,6,28,11,7.1,1.4,125.7,0.0
2024,6,28,12,5.2,5.6,113.9,0.2
2024,6,28,13,5.5,3.8,109.1,0.5
2024,6,28,14,3.2,6.1,102.8,0.4
2024,6,28,15,1.0,10.4,113.0,2.1
2024,6,28,16,0.4,4.6,107.7,4.2
2024,6,28,17,0.2,1.3,99.6,4.5
2024,6,28,18,0.1,8.0,89.2,0.0
2024,6,28,19,0.6,5.4,88.7,0.1
2024,6,28,20,1.0,1.7,86.1,0.0
2024,6,28,21,1.5,2.1,81.1,2.0
2024,6,28,22,2.9,23.0,90.9,27.1
2024,6,28,23,7.7,31.9,143.2,11.3
2024,6,28,24,11.4,16.2,152.4,4.0
2024,6,29,1,3.5,3.4,142.1,0.8
2024,6,29,2,0.9,0.0,314.5,1.2
2024,6,29,3,0.7,0.3,279.3,0.4
2024,6,29,4,4.5,9.1,181.0,0.4
2024,6,29,5,22.5,13.7,174.1,1.2
2024,6,29,6,40.8,12.4,168.1,1.4
2024,6,29,7,33.4,6.7,139.8,4.5
2024,6,29,8,34.0,8.2,194.7,0.1
2024,6,29,9,12.2,18.1,98.9,0.0
2024,6,29,10,10.5,23.1,81.0,0.0
2024,6,29,11,11.3,24.8,109.1,0.4
2024,6,29,12,7.0,30.2,96.7,11.0
2024,6,29,13,2.5,47.2,95.9,79.8
2024,6,29,14,0.3,47.6,83.7,143.1
2024,6,29,15,0.0,53.9,79.6,104.1
2024,6,29,16,0.0,38.5,60.2,61.5
2024,6,29,17,0.0,28.4,52.3,36.3
2024,6,29,18,0.0,12.6,33.8,22.4
2024,6,29,19,0.0,1.0,33.0,8.1
2024,6,29,20,0.4,3.2,14.7,10.9
2024,6,29,21,0.8,1.0,9.6,5.0
2024,6,29,22,1.6,0.0,16.0,1.0
2024,6,29,23,2.6,0.0,32.2,0.2
2024,6,29,24,6.1,0.0,70.6,0.2
2024,6,30,1,14.7,0.3,95.9,0.7
2024,6,30,2,19.6,0.2,115.6,17.2
2024,6,30,3,17.3,8.9,103.7,9.9
2024,6,30,4,10.5,12.7,59.8,21.1
2024,6,30,5,13.0,10.0,61.1,97.5
2024,6,30,6,20.1,11.2,84.7,38.0
2024,6,30,7,9.6,0.0,123.3,10.9
2024,6,30,8,10.4,0.0,134.6,40.8
2024,6,30,9,5.5,0.0,63.2,3.6
2024,6,30,10,2.1,0.0,10.3,0.0
2024,6,30,11,2.7,0.0,0.1,0.0
2024,6,30,12,1.8,22.6,0.4,0.0
2024,6,30,13,0.4,29.3,0.7,0.2
2024,6,30,14,0.4,26.7,0.9,0.3
2024,6,30,15,0.0,22.2,15.8,0.6
2024,6,30,16,0.0,3.7,52.4,2.2
2024,6,30,17,0.0,15.3,133.2,15.8
2024,6,30,18,0.0,3.3,87.4,5.8
2024,6,30,19,0.0,0.1,85.1,12.3
2024,6,30,20,1.6,8.2,108.7,16.4
2024,6,30,21,1.3,46.8,349.9,43.6
2024,6,30,22,47.6,200.3,465.8,48.0
2024,6,30,23,80.3,152.1,523.5,17.5
2024,6,30,24,54.3,176.3,291.9,33.6
2024,7,1,1,45.9,155.2,183.6,162.5
2024,7,1,2,67.8,210.9,179.4,418.5
2024,7,1,3,76.1,232.3,80.0,745.6
2024,7,1,4,36.9,536.8,37.0,754.2
2024,7,1,5,22.1,513.2,8.9,737.4
2024,7,1,6,14.5,477.4,3.4,700.7
2024,7,1,7,10.6,558.8,13.7,643.8
2024,7,1,8,6.3,364.9,16.7,398.8
2024,7,1,9,1.0,163.8,9.4,379.5
2024,7,1,10,4.8,47.9,1.0,280.8
2024,7,1,11,1.9,0.3,0.8,229.8
2024,7,1,12,0.0,0.1,34.5,145.6
2024,7,1,13,8.5,1.8,116.4,50.9
2024,7,1,14,7.0,2.0,126.2,31.5
2024,7,1,15,6.9,0.1,119.7,47.2
2024,7,1,16,4.6,0.0,151.0,44.3
2024,7,1,17,1.5,13.2,146.0,31.1
2024,7,1,18,0.2,24.3,163.9,19.5
2024,7,1,19,48.2,0.0,69.8,1.3
2024,7,1,20,11.3,0.0,39.9,74.2
2024,7,1,21,28.4,0.0,52.9,228.0
2024,7,1,22,0.0,0.0,65.1,114.5
2024,7,1,23,0.0,4.7,82.7,9.0
2024,7,1,24,79.5,103.4,44.4,38.1
2024,7,2,1,105.2,171.4,380.3,181.6
2024,7,2,2,108.4,423.0,642.9,322.8
2024,7,2,3,76.5,540.1,569.6,423.3
2024,7,2,4,11.7,529.0,511.6,570.3
2024,7,2,5,3.0,638.8,207.0,686.1
2024,7,2,6,20.4,412.9,64.4,4.9
2024,7,2,7,3.0,35.6,143.7,9.8
2024,7,2,8,2.0,28.0,84.7,16.0
2024,7,2,9,1.4,8.6,15.8,0.6
2024,7,2,10,0.8,1.9,24.1,0.0
2024,7,2,11,0.1,9.4,43.2,0.0
2024,7,2,12,0.0,0.4,82.3,15.6
2024,7,2,13,3.7,109.4,54.2,49.3
2024,7,2,14,14.9,62.2,94.7,110.8
2024,7,2,15,44.0,99.4,79.9,256.5
2024,7,2,16,55.1,136.0,83.9,132.1
2024,7,2,17,26.9,332.1,105.1,147.0
2024,7,2,18,0.9,0.0,33.8,0.0
2024,7,2,19,0.0,0.0,15.8,0.0
2024,7,2,20,0.0,0.8,8.4,0.0
2024,7,2,21,0.2,150.9,1.7,146.7
2024,7,2,22,11.1,89.3,212.3,157.4
2024,7,2,23,48.3,46.7,185.8,39.4
2024,7,2,24,73.0,14.8,80.3,27.6
2024,7,3,1,75.2,12.0,12.0,31.3
2024,7,3,2,69.8,5.4,16.4,25.6
2024,7,3,3,44.3,5.1,15.8,21.1
2024,7,3,4,40.5,13.6,17.4,17.0
2024,7,3,5,45.3,1.2,18.5,22.2
2024,7,3,6,66.4,0.0,31.7,3.3
2024,7,3,7,58.2,0.2,14.3,0.0
2024,7,3,8,23.9,0.2,0.1,0.0
2024,7,3,9,3.1,0.4,0.0,0.0
2024,7,3,10,0.0,0.0,0.0,0.0
2024,7,3,11,0.0,8.6,2.9,0.0
2024,7,3,12,0.0,10.8,10.5,0.0
2024,7,3,13,0.0,21.1,22.3,0.0
2024,7,3,14,0.0,23.6,24.7,0.1
2024,7,3,15,0.0,33.7,3.4,2.4
2024,7,3,16,0.2,40.3,22.1,87.4
2024,7,3,17,0.6,78.1,18.1,48.6
2024,7,3,18,0.0,0.0,13.3,0.0
2024,7,3,19,0.0,0.0,8.3,19.8
2024,7,3,20,0.0,3.5,17.7,1.5
2024,7,3,21,0.0,8.6,31.5,0.0
2024,7,3,22,0.0,0.0,10.3,0.0
2024,7,3,23,0.1,0.0,0.4,0.0
2024,7,3,24,0.0,0.0,200.5,0.1
2024,7,4,1,4.7,0.1,372.8,0.2
2024,7,4,2,2.8,1.6,273.7,1.0
2024,7,4,3,16.8,9.2,258.1,2.1
2024,7,4,4,28.0,15.1,185.3,2.6
2024,7,4,5,28.3,4.7,127.8,89.6
2024,7,4,6,18.4,18.4,57.6,177.7
2024,7,4,7,15.0,13.7,10.2,162.5
2024,7,4,8,3.8,27.1,0.1,107.8
2024,7,4,9,0.0,0.0,0.0,47.1
2024,7,4,10,0.0,0.0,0.0,5.8
2024,7,4,11,0.5,0.0,2.0,3.0
2024,7,4,12,0.0,18.6,6.7,4.3
2024,7,4,13,0.0,16.9,5.6,5.1
2024,7,4,14,0.0,1.9,6.0,0.7
2024,7,4,15,0.0,11.1,10.3,0.0
2024,7,4,16,0.3,0.0,11.3,0.0
2024,7,4,17,0.1,0.0,16.4,0.8
2024,7,4,18,2.4,0.0,28.9,0.4
2024,7,4,19,1.4,1.0,21.3,2.9
2024,7,4,20,2.5,0.1,19.6,0.4
2024,7,4,21,0.8,0.0,17.3,0.0
2024,7,4,22,0.1,0.0,3.8,5.5
2024,7,4,23,0.0,0.0,1.4,2.3
2024,7,4,24,0.0,3.9,448.7,0.0
2024,7,5,1,29.4,14.2,401.2,0.0
2024,7,5,2,22.1,25.5,256.6,0.3
2024,7,5,3,26.2,2.6,145.7,5.0
2024,7,5,4,18.6,0.0,56.0,0.2
2024,7,5,5,10.7,0.0,34.2,0.0
2024,7,5,6,9.9,0.0,12.7,0.0
2024,7,5,7,12.1,0.0,9.8,2.9
2024,7,5,8,4.5,0.0,8.6,2.8
2024,7,5,9,0.8,0.0,3.7,0.1
2024,7,5,10,2.7,0.0,4.2,0.0
2024,7,5,11,3.3,0.7,4.9,1.4
2024,7,5,12,3.0,6.2,7.3,1.9
2024,7,5,13,1.0,12.6,8.8,2.7
2024,7,5,14,1.4,12.1,14.1,3.0
2024,7,5,15,2.1,14.6,12.3,2.9
2024,7,5,16,2.9,18.5,7.0,3.4
2024,7,5,17,4.6,17.7,13.4,10.8
2024,7,5,18,2.8,12.7,7.7,15.7
2024,7,5,19,1.8,25.5,53.3,18.4
2024,7,5,20,11.6,31.8,21.2,1.2
2024,7,5,21,33.8,23.1,0.5,52.7
2024,7,5,22,16.0,39.2,3.7,71.0
2024,7,5,23,9.6,139.3,50.6,138.3
2024,7,5,24,37.6,235.4,17.9,348.8
2024,7,6,1,10.3,73.5,117.3,259.8
2024,7,6,2,11.7,176.7,112.5,148.6
2024,7,6,3,26.8,55.3,174.9,170.9
2024,7,6,4,4.6,67.0,144.7,261.5
2024,7,6,5,3.9,76.8,177.5,341.0
2024,7,6,6,4.4,38.5,138.9,286.0
2024,7,6,7,5.3,6.8,79.6,163.0
2024,7,6,8,17.2,0.0,105.6,118.8
2024,7,6,9,20.1,0.0,57.6,20.1
2024,7,6,10,13.6,0.0,11.7,1.7
2024,7,6,11,6.8,0.0,18.9,0.0
2024,7,6,12,0.1,18.5,10.6,0.1
2024,7,6,13,0.0,28.7,0.0,0.7
2024,7,6,14,0.0,30.2,0.0,2.7
2024,7,6,15,0.0,21.0,0.0,2.1
2024,7,6,16,0.0,30.0,0.1,10.9
2024,7,6,17,1.8,10.7,6.4,0.4
2024,7,6,18,5.9,0.4,27.1,17.0
2024,7,6,19,6.8,1.8,29.1,19.4
2024,7,6,20,7.6,21.0,22.2,4.5
2024,7,6,21,3.4,25.9,102.1,7.5
2024,7,6,22,5.2,28.1,56.4,19.4
2024,7,6,23,10.7,35.4,46.2,29.9
2024,7,6,24,11.8,126.4,114.2,42.7
2024,7,7,1,23.8,58.7,53.2,44.5
2024,7,7,2,22.1,29.7,21.6,28.3
2024,7,7,3,19.6,44.5,36.6,27.8
2024,7,7,4,12.0,27.4,48.7,9.2
2024,7,7,5,7.0,0.0,14.7,33.6
2024,7,7,6,14.6,0.0,1.5,14.5
2024,7,7,7,26.3,0.0,19.5,11.8
2024,7,7,8,33.4,0.0,14.1,14.0
2024,7,7,9,18.8,0.0,0.5,2.4
2024,7,7,10,9.0,0.0,0.6,0.0
2024,7,7,11,0.1,2.9,1.2,23.6
2024,7,7,12,0.1,0.8,4.1,2.9
2024,7,7,13,0.0,39.8,5.9,21.1
2024,7,7,14,0.0,43.0,1.8,19.0
2024,7,7,15,0.7,46.4,21.8,17.2
2024,7,7,16,0.2,73.5,84.1,43.4
2024,7,7,17,0.0,65.5,107.3,57.9
2024,7,7,18,0.1,25.6,79.7,248.5
2024,7,7,19,2.2,0.0,98.7,358.7
2024,7,7,20,12.2,0.0,165.6,573.3
2024,7,7,21,19.0,231.3,344.4,746.0
2024,7,7,22,73.9,371.0,454.4,725.7
2024,7,7,23,50.7,321.1,314.8,667.6
2024,7,7,24,8.6,397.2,166.2,559.2
2024,7,8,1,43.6,463.3,134.6,579.8
2024,7,8,2,61.1,456.1,115.9,638.5
2024,7,8,3,70.7,340.2,129.3,688.9
2024,7,8,4,73.9,309.3,7.6,609.9
2024,7,8,5,67.1,102.0,4.2,627.2
2024,7,8,6,73.0,29.9,0.7,642.1
2024,7,8,7,92.4,12.3,20.6,511.1
2024,7,8,8,77.0,19.2,19.9,391.4
2024,7,8,9,51.4,11.0,0.0,374.1
2024,7,8,10,54.9,2.8,0.6,301.1
2024,7,8,11,38.5,1.1,7.4,194.0
2024,7,8,12,28.3,6.9,36.7,132.3
2024,7,8,13,25.6,11.7,73.0,85.2
2024,7,8,14,7.1,30.5,54.7,77.9
2024,7,8,15,26.1,89.5,210.4,96.9
2024,7,8,16,64.8,44.2,352.1,110.5
2024,7,8,17,86.9,0.1,370.4,92.3
2024,7,8,18,74.4,460.8,316.4,87.3
2024,7,8,19,39.6,231.9,210.0,122.7
2024,7,8,20,89.3,33.3,195.9,107.0
2024,7,8,21,118.4,126.7,230.4,262.0
2024,7,8,22,124.7,11.9,267.2,275.3
2024,7,8,23,135.5,299.4,344.0,550.7
2024,7,8,24,130.9,390.7,246.8,472.6
2024,7,9,1,107.4,126.1,135.4,277.8
2024,7,9,2,95.7,167.8,61.0,369.8
2024,7,9,3,76.5,77.8,125.9,487.9
2024,7,9,4,85.3,118.8,48.4,562.1
2024,7,9,5,81.8,25.4,34.6,637.1
2024,7,9,6,51.2,3.2,60.0,631.8
2024,7,9,7,63.5,0.0,31.1,566.3
2024,7,9,8,50.7,0.0,17.1,430.9
2024,7,9,9,21.1,0.0,2.0,378.3
2024,7,9,10,3.3,0.8,2.1,315.6
2024,7,9,11,3.5,24.5,5.2,243.4
2024,7,9,12,7.7,53.2,2.5,172.1
2024,7,9,13,5.4,116.6,27.4,112.4
2024,7,9,14,4.9,99.4,61.3,88.3
2024,7,9,15,8.7,183.3,142.0,144.3
2024,7,9,16,22.3,301.8,264.9,210.5
2024,7,9,17,48.3,364.7,451.4,370.1
2024,7,9,18,67.3,139.3,566.5,263.2
2024,7,9,19,70.4,174.6,401.2,259.8
2024,7,9,20,106.2,310.5,489.8,304.3
2024,7,9,21,17.0,359.3,202.1,381.3
2024,7,9,22,40.8,626.0,293.9,617.2
2024,7,9,23,9.8,663.8,273.6,648.4
2024,7,9,24,11.6,609.5,181.6,695.5
2024,7,10,1,24.0,496.0,186.8,649.8
2024,7,10,2,95.9,668.4,24.5,777.5
2024,7,10,3,68.0,633.7,39.0,780.6
2024,7,10,4,62.6,567.0,17.8,442.2
2024,7,10,5,67.7,416.7,0.0,580.7
2024,7,10,6,69.0,296.8,0.0,594.6
2024,7,10,7,58.0,150.9,0.0,493.7
2024,7,10,8,30.7,37.0,0.0,314.9
2024,7,10,9,12.7,1.4,0.0,189.3
2024,7,10,10,6.5,0.0,0.5,17.7
2024,7,10,11,0.0,0.0,0.0,0.0
2024,7,10,12,0.0,0.0,0.0,0.0
2024,7,10,13,3.7,0.0,0.0,0.0
2024,7,10,14,4.5,0.2,1.6,0.0
2024,7,10,15,0.6,0.4,0.2,0.0
2024,7,10,16,0.0,0.0,0.5,0.0
2024,7,10,17,0.0,0.0,0.0,0.0
2024,7,10,18,0.0,0.0,0.9,0.0
2024,7,10,19,0.0,0.0,0.0,0.0
2024,7,10,20,0.0,1.3,0.0,0.0
2024,7,10,21,0.0,0.9,0.0,0.0
2024,7,10,22,0.0,0.4,0.0,0.0
2024,7,10,23,0.0,0.1,0.0,3.8
2024,7,10,24,0.0,8.6,0.0,4.5
2024,7,11,1,0.0,16.7,0.0,9.4
2024,7,11,2,0.0,23.1,0.0,3.6
2024,7,11,3,0.0,20.1,0.0,0.9
2024,7,11,4,0.0,24.7,0.0,0.3
2024,7,11,5,0.0,26.3,0.0,0.5
2024,7,11,6,0.1,0.8,0.0,8.7
2024,7,11,7,0.1,0.0,0.0,17.7
2024,7,11,8,0.8,0.0,0.0,13.6
2024,7,11,9,0.0,0.0,0.0,0.0
2024,7,11,10,0.2,0.0,0.0,0.0
2024,7,11,11,1.4,11.9,2.7,0.2
2024,7,11,12,4.1,2.7,0.3,0.0
2024,7,11,13,2.1,0.8,0.3,0.0
2024,7,11,14,2.2,2.9,6.4,0.0
2024,7,11,15,3.2,7.0,24.4,1.4
2024,7,11,16,4.7,6.4,14.4,0.4
2024,7,11,17,5.0,6.1,18.2,0.0
2024,7,11,18,0.9,1.4,22.6,0.0
2024,7,11,19,0.0,1.2,18.0,0.0
2024,7,11,20,0.3,0.7,15.8,0.0
2024,7,11,21,0.9,0.0,11.0,0.0
2024,7,11,22,2.2,0.0,0.0,0.0
2024,7,11,23,2.9,13.5,0.7,0.1
2024,7,11,24,1.8,14.8,1.2,1.1
2024,7,12,1,0.0,23.3,0.1,2.6
2024,7,12,2,0.0,32.6,1.1,2.6
2024,7,12,3,0.8,28.2,12.4,10.8
2024,7,12,4,1.2,0.1,12.8,7.3
2024,7,12,5,3.8,0.0,11.3,1.2
2024,7,12,6,1.3,0.0,8.7,0.8
2024,7,12,7,2.1,1.7,11.7,10.5
2024,7,12,8,1.7,19.9,6.3,20.1
2024,7,12,9,0.0,0.0,0.0,0.5
2024,7,12,10,0.0,0.0,0.0,0.0
2024,7,12,11,0.0,0.0,0.0,0.2
2024,7,12,12,0.0,0.0,0.0,0.0
2024,7,12,13,0.0,0.1,0.6,0.0
2024,7,12,14,0.0,0.0,7.6,0.0
2024,7,12,15,0.0,0.1,11.1,0.3
2024,7,12,16,0.0,0.0,6.0,2.5
2024,7,12,17,0.3,0.3,15.6,0.9
2024,7,12,18,0.4,13.1,79.3,1.4
2024,7,12,19,0.0,11.5,200.9,0.1
2024,7,12,20,4.7,8.1,235.5,0.1
2024,7,12,21,10.3,54.5,158.1,193.8
2024,7,12,22,42.9,335.2,175.1,255.3
2024,7,12,23,33.2,390.6,270.6,307.6
2024,7,12,24,2.5,510.6,236.3,563.5
2024,7,13,1,2.2,579.0,123.8,687.9
2024,7,13,2,14.7,603.0,77.4,697.0
2024,7,13,3,31.2,622.4,56.6,681.0
2024,7,13,4,35.4,582.6,45.3,615.9
2024,7,13,5,58.2,592.9,84.1,521.7
2024,7,13,6,63.5,594.8,151.6,592.4
2024,7,13,7,53.0,546.2,141.8,680.9
2024,7,13,8,44.2,366.0,74.4,582.4
2024,7,13,9,39.7,236.0,20.7,539.1
2024,7,13,10,33.7,108.8,9.7,517.8
2024,7,13,11,18.6,118.1,16.7,436.7
2024,7,13,12,30.5,141.0,37.2,367.3
2024,7,13,13,31.8,183.5,75.5,371.2
2024,7,13,14,30.0,265.7,65.6,394.4
2024,7,13,15,19.8,329.3,49.7,364.6
2024,7,13,16,15.7,345.9,103.9,312.5
2024,7,13,17,14.4,350.4,124.7,298.6
2024,7,13,18,44.1,449.3,288.8,335.6
2024,7,13,19,72.0,463.6,255.2,281.3
2024,7,13,20,68.1,385.3,162.1,212.8
2024,7,13,21,49.2,326.5,108.7,217.0
2024,7,13,22,48.1,396.4,253.2,288.9
2024,7,13,23,57.8,435.5,177.6,430.4
2024,7,13,24,36.2,509.6,141.7,543.0
2024,7,14,1,39.5,501.5,16.6,635.0
2024,7,14,2,24.5,423.1,4.0,521.9
2024,7,14,3,15.0,224.7,9.6,419.4
2024,7,14,4,11.8,148.5,21.1,530.4
2024,7,14,5,16.6,78.0,32.8,527.7
2024,7,14,6,24.0,75.2,32.5,522.8
2024,7,14,7,20.5,75.7,27.3,479.0
2024,7,14,8,22.1,13.5,0.0,153.1
2024,7,14,9,5.0,0.0,0.0,24.0
2024,7,14,10,1.1,0.0,0.0,2.6
2024,7,14,11,2.1,0.0,0.5,4.2
2024,7,14,12,3.0,0.4,71.3,26.6
2024,7,14,13,2.2,0.2,142.0,15.0
2024,7,14,14,1.9,0.1,163.6,20.8
2024,7,14,15,0.5,15.9,221.7,49.1
2024,7,14,16,2.9,84.4,251.6,102.4
2024,7,14,17,9.4,94.2,307.4,122.3
2024,7,14,18,32.2,60.5,355.6,126.8
2024,7,14,19,17.4,120.6,290.9,148.4
2024,7,14,20,30.8,217.9,332.3,139.7
2024,7,14,21,104.0,267.3,334.7,198.1
2024,7,14,22,113.3,495.9,377.9,504.6
2024,7,14,23,121.6,621.5,559.0,690.4
2024,7,14,24,138.8,641.7,617.7,671.9
2024,7,15,1,126.4,627.7,491.3,670.5
2024,7,15,2,126.0,626.9,390.8,722.8
2024,7,15,3,118.9,487.0,198.6,684.8
2024,7,15,4,101.9,547.6,306.5,637.3
2024,7,15,5,124.5,405.3,423.8,643.5
2024,7,15,6,96.1,491.7,415.7,651.4
2024,7,15,7,115.5,340.4,535.6,389.3
2024,7,15,8,80.8,105.1,387.1,203.7
2024,7,15,9,49.9,42.8,174.6,130.1
2024,7,15,10,14.4,3.0,191.1,134.8
2024,7,15,11,13.6,53.5,257.9,184.9
2024,7,15,12,29.9,126.0,329.6,154.5
2024,7,15,13,38.7,111.1,402.2,191.9
2024,7,15,14,15.2,144.2,370.1,270.5
2024,7,15,15,30.8,258.8,413.7,240.7
2024,7,15,16,41.3,275.2,413.7,179.2
2024,7,15,17,56.9,335.3,596.8,255.3
2024,7,15,18,73.3,544.1,542.3,488.6
2024,7,15,19,103.4,463.9,546.2,176.0
2024,7,15,20,102.9,572.3,586.3,429.5
2024,7,15,21,129.2,502.7,658.0,311.3
2024,7,15,22,128.0,553.1,777.7,476.4
2024,7,15,23,118.1,620.1,742.6,623.7
2024,7,15,24,127.3,673.9,753.8,711.6
2024,7,16,1,109.3,606.5,713.3,684.5
2024,7,16,2,103.5,569.6,651.5,574.8
2024,7,16,3,138.6,503.9,500.7,569.7
2024,7,16,4,126.2,345.5,499.2,485.8
2024,7,16,5,123.8,484.5,459.4,468.5
2024,7,16,6,108.8,592.4,316.1,533.1
2024,7,16,7,89.7,494.5,108.9,545.8
2024,7,16,8,39.3,318.7,2.7,535.2
2024,7,16,9,29.5,134.1,15.4,510.1
2024,7,16,10,21.1,98.0,33.5,441.0
2024,7,16,11,13.3,124.1,82.4,281.3
2024,7,16,12,4.9,133.2,74.7,254.4
2024,7,16,13,2.4,95.0,63.6,195.0
2024,7,16,14,3.7,96.2,80.4,145.7
2024,7,16,15,5.4,142.8,100.5,156.8
2024,7,16,16,6.1,138.1,97.5,152.3
2024,7,16,17,4.4,138.2,69.4,119.6
2024,7,16,18,11.4,15.6,194.2,31.1
2024,7,16,19,7.8,10.6,182.7,25.9
2024,7,16,20,6.5,5.2,169.8,31.9
2024,7,16,21,14.5,10.4,214.7,48.6
2024,7,16,22,32.1,19.4,514.1,36.4
2024,7,16,23,83.8,22.2,499.7,40.0
2024,7,16,24,76.8,30.4,373.9,122.0
2024,7,17,1,57.6,107.3,255.7,346.6
2024,7,17,2,26.9,371.8,222.8,586.0
2024,7,17,3,17.1,481.6,290.0,644.3
2024,7,17,4,11.1,506.5,349.1,630.7
2024,7,17,5,6.2,439.3,325.0,558.8
2024,7,17,6,6.3,370.7,266.4,489.6
2024,7,17,7,2.1,241.0,242.1,392.7
2024,7,17,8,0.4,88.1,59.0,187.2
2024,7,17,9,0.0,53.5,3.7,163.8
2024,7,17,10,0.0,44.6,0.6,128.2
2024,7,17,11,0.0,55.8,22.5,78.9
2024,7,17,12,0.0,59.8,89.9,25.7
2024,7,17,13,0.4,64.2,101.7,62.4
2024,7,17,14,3.6,100.9,160.2,85.2
2024,7,17,15,9.1,80.6,199.7,95.0
2024,7,17,16,5.6,74.8,216.9,105.5
2024,7,17,17,5.4,125.6,197.6,104.7
2024,7,17,18,1.1,127.9,204.9,64.3
2024,7,17,19,5.0,138.2,220.3,63.1
2024,7,17,20,12.6,108.1,198.0,68.4
2024,7,17,21,17.2,118.7,185.1,60.3
2024,7,17,22,31.6,118.1,234.7,50.1
2024,7,17,23,18.7,58.3,211.7,60.7
2024,7,17,24,56.5,33.7,271.1,126.6
2024,7,18,1,56.8,60.9,282.7,204.2
2024,7,18,2,13.7,179.9,97.5,381.7
2024,7,18,3,1.9,246.6,40.5,574.7
2024,7,18,4,4.0,117.5,39.7,543.3
2024,7,18,5,0.0,123.2,9.3,506.3
